County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total Votes
Gwinnett,PINCKNEYVILLE C,2082.0,249.0,283.0,260.0,1.0,793.0,109.0,336.0,364.0,4.0,813.0,17.0,8.0,22.0,0.0,47.0,1653.0
Gwinnett,PINCKNEYVILLE D,2264.0,79.0,139.0,80.0,2.0,300.0,259.0,439.0,209.0,3.0,910.0,20.0,17.0,10.0,0.0,47.0,1257.0
Gwinnett,SUGAR HILL A,4654.0,401.0,854.0,342.0,2.0,1599.0,240.0,633.0,443.0,1.0,1317.0,23.0,43.0,24.0,2.0,92.0,3008.0
Gwinnett,SUGAR HILL B,5596.0,500.0,1164.0,392.0,13.0,2069.0,273.0,908.0,579.0,5.0,1765.0,34.0,67.0,46.0,0.0,147.0,3981.0
Gwinnett,HOG MOUNTAIN A,5011.0,304.0,727.0,304.0,1.0,1336.0,332.0,1091.0,635.0,1.0,2059.0,23.0,28.0,22.0,0.0,73.0,3468.0
Gwinnett,HOG MOUNTAIN B,4583.0,376.0,1041.0,418.0,3.0,1838.0,186.0,776.0,635.0,2.0,1599.0,20.0,33.0,28.0,0.0,81.0,3518.0
Gwinnett,ROCKYCREEK A,5939.0,450.0,1450.0,389.0,0.0,2289.0,279.0,1141.0,642.0,4.0,2066.0,31.0,50.0,21.0,0.0,102.0,4457.0
Gwinnett,CATES B,1587.0,139.0,320.0,181.0,1.0,641.0,77.0,229.0,190.0,1.0,497.0,15.0,25.0,6.0,0.0,46.0,1184.0
Gwinnett,CATES C,2903.0,159.0,310.0,191.0,1.0,661.0,180.0,774.0,412.0,3.0,1369.0,20.0,16.0,24.0,0.0,60.0,2090.0
Gwinnett,HOG MOUNTAIN D,3179.0,261.0,674.0,258.0,0.0,1193.0,150.0,475.0,379.0,1.0,1005.0,27.0,38.0,16.0,1.0,82.0,2280.0
Gwinnett,BERKSHIRE D,2945.0,149.0,484.0,298.0,1.0,932.0,104.0,610.0,515.0,3.0,1232.0,20.0,32.0,21.0,0.0,73.0,2237.0
Gwinnett,BERKSHIRE E,1997.0,159.0,451.0,193.0,0.0,803.0,80.0,359.0,293.0,1.0,733.0,10.0,12.0,12.0,0.0,34.0,1570.0
Gwinnett,BERKSHIRE F,2254.0,161.0,216.0,166.0,0.0,543.0,191.0,372.0,303.0,1.0,867.0,17.0,19.0,13.0,0.0,49.0,1459.0
Gwinnett,CATES D,3755.0,227.0,617.0,310.0,0.0,1154.0,178.0,822.0,574.0,2.0,1576.0,19.0,32.0,21.0,0.0,72.0,2802.0
Gwinnett,CATES E,2942.0,213.0,542.0,310.0,1.0,1066.0,147.0,603.0,479.0,1.0,1230.0,20.0,32.0,20.0,0.0,72.0,2368.0
Gwinnett,PINCKNEYVILLE E,2184.0,110.0,94.0,58.0,2.0,264.0,232.0,482.0,264.0,6.0,984.0,12.0,26.0,16.0,1.0,55.0,1303.0
Gwinnett,PINCKNEYVILLE F,2546.0,114.0,224.0,105.0,1.0,444.0,233.0,463.0,328.0,2.0,1026.0,13.0,24.0,12.0,0.0,49.0,1519.0
Gwinnett,DUNCANS D,7153.0,603.0,2094.0,701.0,3.0,3401.0,286.0,956.0,702.0,0.0,1944.0,32.0,61.0,33.0,0.0,126.0,5471.0
Gwinnett,PINCKNEYVILLE H,4536.0,340.0,720.0,452.0,0.0,1512.0,221.0,884.0,793.0,3.0,1901.0,22.0,31.0,21.0,1.0,75.0,3488.0
Gwinnett,BAYCREEK B,5969.0,251.0,625.0,266.0,3.0,1145.0,420.0,1734.0,784.0,7.0,2945.0,32.0,40.0,24.0,0.0,96.0,4186.0
Gwinnett,LAWRENCEVILLE C,3037.0,282.0,608.0,274.0,0.0,1164.0,138.0,474.0,338.0,1.0,951.0,24.0,31.0,20.0,0.0,75.0,2190.0
Gwinnett,MARTINS D,2402.0,96.0,125.0,95.0,2.0,318.0,267.0,459.0,290.0,2.0,1018.0,11.0,7.0,8.0,0.0,26.0,1362.0
Gwinnett,ROCKBRIDGE B,4177.0,134.0,324.0,162.0,1.0,621.0,299.0,1142.0,605.0,1.0,2047.0,18.0,37.0,11.0,0.0,66.0,2734.0
Gwinnett,GARNERS B,3178.0,113.0,389.0,220.0,5.0,727.0,194.0,855.0,467.0,1.0,1517.0,9.0,21.0,22.0,0.0,52.0,2296.0
Gwinnett,CATES F,1787.0,203.0,311.0,230.0,0.0,744.0,106.0,296.0,232.0,1.0,635.0,15.0,17.0,6.0,0.0,38.0,1417.0
Gwinnett,CATES G,2875.0,201.0,671.0,365.0,0.0,1237.0,122.0,531.0,409.0,0.0,1062.0,7.0,23.0,24.0,0.0,54.0,2353.0
Gwinnett,DULUTH B,3551.0,255.0,542.0,349.0,3.0,1149.0,190.0,524.0,549.0,2.0,1265.0,13.0,18.0,21.0,1.0,53.0,2467.0
Gwinnett,GARNERS C,2030.0,134.0,294.0,135.0,0.0,563.0,123.0,446.0,258.0,1.0,828.0,8.0,24.0,11.0,1.0,44.0,1435.0
Gwinnett,PINCKNEYVILLE I,2635.0,106.0,196.0,124.0,0.0,426.0,248.0,563.0,311.0,2.0,1124.0,19.0,18.0,11.0,0.0,48.0,1598.0
Gwinnett,PINCKNEYVILLE J,2613.0,72.0,125.0,65.0,0.0,262.0,263.0,632.0,259.0,2.0,1156.0,16.0,21.0,12.0,0.0,49.0,1467.0
Gwinnett,BERKSHIRE G,2419.0,164.0,495.0,223.0,0.0,882.0,97.0,542.0,316.0,1.0,956.0,17.0,33.0,14.0,0.0,64.0,1902.0
Gwinnett,CATES H,3924.0,105.0,403.0,184.0,0.0,692.0,309.0,931.0,484.0,1.0,1725.0,17.0,32.0,16.0,0.0,65.0,2482.0
Gwinnett,SUGAR HILL C,5085.0,579.0,1227.0,437.0,1.0,2244.0,224.0,760.0,515.0,0.0,1499.0,39.0,58.0,38.0,0.0,135.0,3878.0
Gwinnett,SUGAR HILL D,4624.0,300.0,1155.0,308.0,6.0,1769.0,196.0,748.0,443.0,2.0,1389.0,26.0,49.0,31.0,1.0,107.0,3265.0
Gwinnett,DULUTH C,2229.0,193.0,319.0,200.0,1.0,713.0,138.0,369.0,321.0,1.0,829.0,19.0,17.0,22.0,0.0,58.0,1600.0
Gwinnett,DULUTH D,5077.0,225.0,650.0,291.0,8.0,1174.0,299.0,1037.0,666.0,12.0,2014.0,31.0,42.0,22.0,0.0,95.0,3283.0
Gwinnett,PINCKNEYVILLE K,3754.0,141.0,221.0,119.0,2.0,483.0,373.0,811.0,440.0,9.0,1633.0,16.0,25.0,20.0,1.0,62.0,2178.0
Gwinnett,PINCKNEYVILLE N,3819.0,107.0,201.0,61.0,0.0,369.0,456.0,938.0,482.0,6.0,1882.0,34.0,22.0,13.0,0.0,69.0,2320.0
Gwinnett,LAWRENCEVILLE D,5012.0,159.0,261.0,186.0,4.0,610.0,430.0,1080.0,521.0,8.0,2039.0,22.0,35.0,27.0,1.0,85.0,2734.0
Gwinnett,LAWRENCEVILLE E,2355.0,155.0,389.0,248.0,1.0,793.0,156.0,385.0,299.0,2.0,842.0,7.0,15.0,15.0,0.0,37.0,1672.0
Gwinnett,PINCKNEYVILLE L,2330.0,299.0,426.0,441.0,1.0,1167.0,98.0,276.0,441.0,0.0,815.0,11.0,15.0,23.0,0.0,49.0,2031.0
Gwinnett,PINCKNEYVILLE M,2673.0,340.0,633.0,412.0,0.0,1385.0,87.0,331.0,417.0,0.0,835.0,10.0,15.0,15.0,0.0,40.0,2260.0
Gwinnett,GARNERS D,3490.0,80.0,264.0,188.0,0.0,532.0,239.0,915.0,605.0,0.0,1759.0,20.0,28.0,16.0,0.0,64.0,2355.0
Gwinnett,BERKSHIRE H,1987.0,105.0,176.0,147.0,2.0,430.0,151.0,348.0,247.0,3.0,749.0,8.0,14.0,7.0,0.0,29.0,1208.0
Gwinnett,PINCKNEYVILLE O,3359.0,95.0,254.0,106.0,0.0,455.0,296.0,789.0,349.0,7.0,1441.0,21.0,19.0,9.0,0.0,49.0,1945.0
Gwinnett,PUCKETTS E,5660.0,283.0,1048.0,405.0,0.0,1736.0,248.0,1130.0,671.0,3.0,2052.0,21.0,38.0,20.0,1.0,80.0,3868.0
Gwinnett,CATES I,3537.0,259.0,589.0,298.0,1.0,1147.0,193.0,820.0,551.0,1.0,1565.0,13.0,14.0,23.0,0.0,50.0,2762.0
Gwinnett,CATES J,3478.0,231.0,445.0,282.0,2.0,960.0,188.0,809.0,531.0,3.0,1531.0,23.0,23.0,30.0,0.0,76.0,2567.0
Gwinnett,GOODWINS B,3960.0,307.0,880.0,320.0,1.0,1508.0,205.0,628.0,538.0,0.0,1371.0,21.0,37.0,26.0,0.0,84.0,2963.0
Gwinnett,LAWRENCEVILLE F,4061.0,169.0,341.0,146.0,0.0,656.0,288.0,1154.0,594.0,4.0,2040.0,23.0,20.0,17.0,0.0,60.0,2756.0
Gwinnett,MARTINS E,6193.0,144.0,213.0,87.0,1.0,445.0,586.0,1413.0,682.0,6.0,2687.0,37.0,49.0,27.0,0.0,113.0,3245.0
Gwinnett,PINCKNEYVILLE P,2185.0,180.0,259.0,244.0,0.0,683.0,179.0,388.0,350.0,2.0,919.0,12.0,11.0,16.0,0.0,39.0,1641.0
Gwinnett,PINCKNEYVILLE Q,1915.0,72.0,62.0,40.0,0.0,174.0,273.0,434.0,210.0,3.0,920.0,16.0,11.0,9.0,0.0,36.0,1130.0
Gwinnett,ROCKBRIDGE C,5125.0,128.0,330.0,188.0,2.0,648.0,289.0,1744.0,967.0,5.0,3005.0,20.0,31.0,17.0,0.0,68.0,3721.0
Gwinnett,ROCKBRIDGE D,3642.0,64.0,372.0,191.0,0.0,627.0,200.0,1158.0,629.0,8.0,1995.0,14.0,25.0,16.0,0.0,55.0,2677.0
Gwinnett,GOODWINS C,5804.0,300.0,604.0,322.0,0.0,1226.0,401.0,1235.0,894.0,1.0,2531.0,35.0,31.0,26.0,0.0,92.0,3849.0
Gwinnett,BAYCREEK K,3824.0,156.0,660.0,334.0,0.0,1150.0,151.0,963.0,531.0,0.0,1645.0,19.0,38.0,21.0,0.0,78.0,2873.0
Gwinnett,CATES K,2810.0,242.0,484.0,250.0,3.0,979.0,148.0,557.0,371.0,0.0,1076.0,30.0,29.0,16.0,0.0,75.0,2130.0
Gwinnett,BAYCREEK C,6499.0,317.0,1032.0,356.0,3.0,1708.0,359.0,1771.0,899.0,0.0,3029.0,25.0,45.0,16.0,0.0,86.0,4823.0
Gwinnett,CATES L,4185.0,215.0,585.0,320.0,0.0,1120.0,265.0,955.0,556.0,4.0,1780.0,22.0,41.0,21.0,0.0,84.0,2984.0
Gwinnett,DULUTH E,4814.0,206.0,510.0,243.0,1.0,960.0,398.0,1148.0,737.0,8.0,2291.0,32.0,48.0,31.0,0.0,111.0,3362.0
Gwinnett,GOODWINS D,4406.0,386.0,645.0,294.0,1.0,1326.0,332.0,734.0,565.0,3.0,1634.0,21.0,42.0,24.0,1.0,88.0,3048.0
Gwinnett,LAWRENCEVILLE G,3046.0,118.0,305.0,134.0,1.0,558.0,243.0,756.0,413.0,1.0,1413.0,14.0,26.0,17.0,0.0,57.0,2028.0
Gwinnett,LAWRENCEVILLE H,4296.0,292.0,778.0,353.0,3.0,1426.0,223.0,817.0,590.0,2.0,1632.0,32.0,47.0,19.0,1.0,99.0,3157.0
Gwinnett,MARTINS F,2570.0,138.0,150.0,103.0,2.0,393.0,231.0,483.0,325.0,4.0,1043.0,16.0,16.0,17.0,0.0,49.0,1485.0
Gwinnett,PINCKNEYVILLE S,3374.0,175.0,340.0,230.0,1.0,746.0,337.0,597.0,417.0,3.0,1354.0,21.0,23.0,23.0,2.0,69.0,2169.0
Gwinnett,ROCKBRIDGE E,4638.0,127.0,324.0,140.0,1.0,592.0,393.0,1155.0,727.0,2.0,2277.0,23.0,38.0,18.0,1.0,80.0,2949.0
Gwinnett,SUGAR HILL E,3589.0,324.0,746.0,305.0,3.0,1378.0,142.0,648.0,389.0,4.0,1183.0,30.0,47.0,19.0,0.0,96.0,2657.0
Gwinnett,LAWRENCEVILLE I,3312.0,200.0,376.0,193.0,1.0,770.0,264.0,643.0,423.0,2.0,1332.0,24.0,24.0,26.0,0.0,74.0,2176.0
Gwinnett,BAYCREEK D,4609.0,305.0,835.0,342.0,1.0,1483.0,197.0,1048.0,612.0,0.0,1857.0,24.0,38.0,19.0,0.0,81.0,3421.0
Gwinnett,BERKSHIRE J,2731.0,160.0,580.0,287.0,0.0,1027.0,113.0,543.0,428.0,2.0,1086.0,8.0,25.0,16.0,1.0,50.0,2163.0
Gwinnett,CATES M,3988.0,264.0,860.0,452.0,0.0,1576.0,163.0,799.0,580.0,2.0,1544.0,23.0,47.0,29.0,0.0,99.0,3219.0
Gwinnett,CATES N,2567.0,229.0,560.0,349.0,1.0,1139.0,125.0,384.0,288.0,0.0,797.0,21.0,19.0,11.0,0.0,51.0,1987.0
Gwinnett,DULUTH F,6161.0,182.0,388.0,256.0,6.0,832.0,468.0,1403.0,912.0,14.0,2797.0,25.0,40.0,40.0,1.0,106.0,3735.0
Gwinnett,DULUTH G,3067.0,269.0,538.0,338.0,2.0,1147.0,165.0,481.0,449.0,2.0,1097.0,24.0,18.0,17.0,0.0,59.0,2303.0
Gwinnett,GOODWINS E,5491.0,406.0,863.0,407.0,1.0,1677.0,339.0,1014.0,765.0,1.0,2119.0,28.0,47.0,31.0,0.0,106.0,3902.0
Gwinnett,GOODWINS F,3212.0,193.0,445.0,242.0,0.0,880.0,185.0,605.0,483.0,0.0,1273.0,15.0,33.0,24.0,0.0,72.0,2225.0
Gwinnett,PINCKNEYVILLE T,3201.0,198.0,325.0,253.0,2.0,778.0,236.0,582.0,422.0,4.0,1244.0,18.0,24.0,19.0,0.0,61.0,2083.0
Gwinnett,SUWANEE B,4656.0,245.0,1097.0,419.0,0.0,1761.0,125.0,996.0,615.0,0.0,1736.0,19.0,30.0,40.0,0.0,89.0,3586.0
Gwinnett,PINCKNEYVILLE U,2090.0,193.0,202.0,142.0,0.0,537.0,233.0,404.0,293.0,5.0,935.0,9.0,8.0,5.0,0.0,22.0,1494.0
Gwinnett,PUCKETTS B,3096.0,283.0,863.0,247.0,1.0,1394.0,113.0,499.0,289.0,0.0,901.0,22.0,25.0,16.0,0.0,63.0,2358.0
Gwinnett,BERKSHIRE L,3265.0,150.0,249.0,146.0,0.0,545.0,341.0,695.0,435.0,1.0,1472.0,19.0,25.0,21.0,0.0,65.0,2082.0
Gwinnett,ROCKBRIDGE F,5795.0,78.0,425.0,206.0,1.0,710.0,298.0,2148.0,843.0,5.0,3294.0,14.0,47.0,26.0,0.0,87.0,4091.0
Gwinnett,SUGAR HILL F,4112.0,383.0,837.0,330.0,5.0,1555.0,208.0,611.0,487.0,3.0,1309.0,27.0,51.0,26.0,0.0,104.0,2968.0
Gwinnett,SUWANEE C,5675.0,332.0,1069.0,486.0,6.0,1893.0,220.0,980.0,862.0,1.0,2063.0,20.0,45.0,35.0,0.0,100.0,4056.0
Gwinnett,CATES O,1434.0,162.0,232.0,137.0,3.0,534.0,95.0,263.0,205.0,2.0,565.0,11.0,6.0,5.0,0.0,22.0,1121.0
Gwinnett,BAYCREEK E,3265.0,192.0,444.0,183.0,0.0,819.0,218.0,734.0,424.0,3.0,1379.0,22.0,29.0,12.0,2.0,65.0,2263.0
Gwinnett,BERKSHIRE M,1864.0,173.0,336.0,190.0,2.0,701.0,104.0,328.0,258.0,0.0,690.0,9.0,12.0,12.0,1.0,34.0,1425.0
Gwinnett,MARTINS G,2425.0,137.0,193.0,96.0,0.0,426.0,249.0,500.0,284.0,1.0,1034.0,20.0,23.0,5.0,0.0,48.0,1508.0
Gwinnett,DULUTH H,2813.0,164.0,456.0,287.0,3.0,910.0,146.0,462.0,493.0,2.0,1103.0,14.0,22.0,24.0,0.0,60.0,2073.0
Gwinnett,BERKSHIRE N,3128.0,114.0,736.0,358.0,1.0,1209.0,87.0,631.0,495.0,0.0,1213.0,9.0,29.0,18.0,0.0,56.0,2478.0
Gwinnett,PINCKNEYVILLE V,1706.0,101.0,199.0,102.0,0.0,402.0,120.0,333.0,205.0,2.0,660.0,10.0,17.0,6.0,0.0,33.0,1095.0
Gwinnett,PINCKNEYVILLE W,4253.0,224.0,505.0,382.0,1.0,1112.0,273.0,786.0,554.0,6.0,1619.0,30.0,25.0,39.0,1.0,95.0,2826.0
Gwinnett,MARTINS H,5037.0,244.0,514.0,339.0,6.0,1103.0,391.0,1059.0,681.0,7.0,2138.0,20.0,37.0,27.0,1.0,85.0,3326.0
Gwinnett,MARTINS I,4078.0,157.0,341.0,225.0,3.0,726.0,362.0,825.0,518.0,3.0,1708.0,20.0,24.0,12.0,0.0,56.0,2490.0
Gwinnett,MARTINS J,3923.0,154.0,229.0,107.0,4.0,494.0,437.0,943.0,510.0,5.0,1895.0,40.0,27.0,16.0,1.0,84.0,2473.0
Gwinnett,GARNERS F,1796.0,106.0,342.0,136.0,1.0,585.0,114.0,350.0,262.0,2.0,728.0,9.0,16.0,13.0,0.0,38.0,1351.0
Gwinnett,BERKSHIRE O,2589.0,175.0,508.0,306.0,0.0,989.0,126.0,429.0,372.0,3.0,930.0,19.0,28.0,5.0,0.0,52.0,1971.0
Gwinnett,BERKSHIRE P,1476.0,97.0,149.0,78.0,1.0,325.0,122.0,242.0,173.0,1.0,538.0,9.0,13.0,10.0,0.0,32.0,895.0
Gwinnett,PINCKNEYVILLE X,3412.0,217.0,557.0,372.0,6.0,1152.0,181.0,626.0,635.0,12.0,1454.0,25.0,18.0,20.0,0.0,63.0,2669.0
Gwinnett,ROCKBRIDGE G,5799.0,132.0,379.0,189.0,3.0,703.0,382.0,1865.0,933.0,12.0,3192.0,21.0,35.0,28.0,0.0,84.0,3979.0
Gwinnett,PINCKNEYVILLE Y,3272.0,102.0,170.0,77.0,0.0,349.0,363.0,656.0,343.0,2.0,1364.0,16.0,15.0,17.0,0.0,48.0,1761.0
Gwinnett,GOODWINS G,2661.0,139.0,271.0,93.0,3.0,506.0,252.0,586.0,351.0,2.0,1191.0,18.0,16.0,12.0,0.0,46.0,1743.0
Gwinnett,PINCKNEYVILLE Z,1898.0,290.0,362.0,304.0,0.0,956.0,92.0,214.0,330.0,0.0,636.0,16.0,9.0,9.0,0.0,34.0,1626.0
Gwinnett,PINCKNEYVILLE A1,2694.0,309.0,575.0,455.0,0.0,1339.0,89.0,363.0,482.0,0.0,934.0,14.0,14.0,11.0,0.0,39.0,2312.0
Gwinnett,LAWRENCEVILLE J,2249.0,151.0,217.0,94.0,0.0,462.0,180.0,543.0,290.0,3.0,1016.0,17.0,19.0,11.0,0.0,47.0,1525.0
Gwinnett,GOODWINS H,2796.0,198.0,463.0,193.0,0.0,854.0,160.0,551.0,381.0,2.0,1094.0,31.0,25.0,15.0,0.0,71.0,2019.0
Gwinnett,DUNCANS B,5387.0,547.0,1633.0,483.0,4.0,2667.0,224.0,769.0,480.0,2.0,1475.0,27.0,51.0,39.0,0.0,117.0,4259.0
Gwinnett,SUWANEE D,4732.0,438.0,1267.0,517.0,2.0,2224.0,169.0,737.0,616.0,1.0,1523.0,10.0,43.0,20.0,0.0,73.0,3820.0
Gwinnett,SUWANEE E,4256.0,356.0,1090.0,451.0,1.0,1898.0,131.0,754.0,555.0,1.0,1441.0,13.0,37.0,22.0,1.0,73.0,3412.0
Gwinnett,LAWRENCEVILLE K,3282.0,267.0,581.0,298.0,0.0,1146.0,177.0,646.0,471.0,0.0,1294.0,13.0,22.0,14.0,0.0,49.0,2489.0
Gwinnett,HARBINS B,4845.0,323.0,1247.0,310.0,2.0,1882.0,188.0,866.0,428.0,3.0,1485.0,35.0,53.0,21.0,0.0,109.0,3476.0
Gwinnett,BAYCREEK F,4608.0,222.0,541.0,227.0,4.0,994.0,289.0,1356.0,650.0,7.0,2302.0,30.0,40.0,22.0,1.0,93.0,3389.0
Gwinnett,PUCKETTS C,3367.0,263.0,877.0,231.0,0.0,1371.0,122.0,525.0,339.0,0.0,986.0,13.0,31.0,12.0,1.0,57.0,2414.0
Gwinnett,HOG MOUNTAIN C,4292.0,322.0,913.0,294.0,0.0,1529.0,194.0,696.0,504.0,3.0,1397.0,39.0,42.0,34.0,0.0,115.0,3041.0
Gwinnett,ROCKYCREEK B,5061.0,358.0,1208.0,368.0,2.0,1936.0,221.0,960.0,490.0,1.0,1672.0,36.0,51.0,29.0,0.0,116.0,3724.0
Gwinnett,DULUTH I,5105.0,295.0,933.0,638.0,0.0,1866.0,202.0,757.0,928.0,1.0,1888.0,8.0,26.0,14.0,0.0,48.0,3802.0
Gwinnett,MARTINS K,5352.0,205.0,392.0,248.0,0.0,845.0,479.0,1360.0,793.0,4.0,2636.0,33.0,40.0,23.0,0.0,96.0,3577.0
Gwinnett,SUWANEE H,3785.0,322.0,1155.0,478.0,0.0,1955.0,108.0,555.0,429.0,1.0,1093.0,21.0,25.0,17.0,0.0,63.0,3111.0
Gwinnett,SUGAR HILL G,2814.0,278.0,790.0,249.0,0.0,1317.0,77.0,391.0,373.0,1.0,842.0,19.0,21.0,19.0,0.0,59.0,2218.0
Gwinnett,SUWANEE F,3966.0,290.0,794.0,326.0,2.0,1412.0,167.0,741.0,568.0,2.0,1478.0,23.0,26.0,13.0,0.0,62.0,2952.0
Gwinnett,LAWRENCEVILLE L,4802.0,222.0,722.0,324.0,0.0,1268.0,279.0,1152.0,711.0,1.0,2143.0,16.0,29.0,19.0,0.0,64.0,3475.0
Gwinnett,LAWRENCEVILLE M,7255.0,229.0,565.0,269.0,2.0,1065.0,530.0,2019.0,1006.0,6.0,3561.0,38.0,67.0,37.0,1.0,143.0,4769.0
Gwinnett,BAYCREEK G,6241.0,262.0,773.0,291.0,0.0,1326.0,312.0,1930.0,884.0,1.0,3127.0,29.0,61.0,31.0,0.0,121.0,4574.0
Gwinnett,BAYCREEK H,6811.0,354.0,1347.0,510.0,2.0,2213.0,330.0,1726.0,887.0,3.0,2946.0,24.0,51.0,33.0,0.0,108.0,5267.0
Gwinnett,BAYCREEK I,5899.0,260.0,779.0,346.0,5.0,1390.0,306.0,1511.0,752.0,6.0,2575.0,25.0,38.0,35.0,0.0,98.0,4063.0
Gwinnett,BERKSHIRE Q,1802.0,152.0,297.0,151.0,1.0,601.0,106.0,301.0,239.0,1.0,647.0,13.0,11.0,17.0,0.0,41.0,1289.0
Gwinnett,GOODWINS I,2501.0,241.0,378.0,276.0,0.0,895.0,158.0,472.0,348.0,0.0,978.0,14.0,18.0,24.0,0.0,56.0,1929.0
Gwinnett,DULUTH K,2786.0,74.0,164.0,77.0,1.0,316.0,222.0,546.0,306.0,2.0,1076.0,21.0,29.0,16.0,0.0,66.0,1458.0
Gwinnett,HARBINS C,2850.0,378.0,599.0,183.0,2.0,1162.0,162.0,611.0,257.0,1.0,1031.0,16.0,17.0,20.0,0.0,53.0,2246.0
Gwinnett,ROCKYCREEK C,4806.0,328.0,1181.0,348.0,0.0,1857.0,235.0,952.0,537.0,4.0,1728.0,23.0,54.0,24.0,0.0,101.0,3686.0
Gwinnett,LAWRENCEVILLE N,2573.0,165.0,283.0,145.0,0.0,593.0,205.0,470.0,276.0,7.0,958.0,18.0,24.0,15.0,0.0,57.0,1608.0
Gwinnett,PUCKETTS D,3622.0,249.0,957.0,334.0,4.0,1544.0,138.0,574.0,388.0,0.0,1100.0,18.0,22.0,22.0,1.0,63.0,2707.0
Gwinnett,SUWANEE G,3904.0,281.0,729.0,272.0,0.0,1282.0,227.0,811.0,551.0,1.0,1590.0,23.0,33.0,20.0,0.0,76.0,2948.0
Gwinnett,BAYCREEK J,4567.0,191.0,511.0,230.0,0.0,932.0,306.0,1280.0,641.0,5.0,2232.0,21.0,35.0,21.0,0.0,77.0,3241.0
Harris,Cataula,2898.0,611.0,820.0,255.0,1.0,1687.0,114.0,234.0,197.0,0.0,545.0,17.0,14.0,11.0,0.0,42.0,2274.0
Harris,Ellerslie,4211.0,814.0,1158.0,352.0,0.0,2324.0,151.0,449.0,376.0,0.0,976.0,24.0,18.0,26.0,0.0,68.0,3368.0
Harris,Goodman,1649.0,253.0,337.0,141.0,0.0,731.0,151.0,140.0,138.0,1.0,430.0,10.0,10.0,5.0,0.0,25.0,1186.0
Harris,Hamilton,2739.0,419.0,742.0,165.0,4.0,1330.0,154.0,311.0,228.0,0.0,693.0,25.0,20.0,9.0,1.0,55.0,2078.0
Harris,Lower 19th,2570.0,644.0,691.0,222.0,2.0,1559.0,80.0,163.0,183.0,0.0,426.0,16.0,11.0,12.0,0.0,39.0,2024.0
Harris,Mulberry Grove,2908.0,563.0,989.0,284.0,0.0,1836.0,60.0,195.0,151.0,0.0,406.0,21.0,7.0,12.0,0.0,40.0,2282.0
Harris,Pine Mountain Valley,1121.0,402.0,212.0,75.0,2.0,691.0,54.0,45.0,46.0,0.0,145.0,9.0,5.0,2.0,0.0,16.0,852.0
Harris,Skinner,894.0,250.0,110.0,77.0,0.0,437.0,108.0,47.0,84.0,2.0,241.0,5.0,2.0,1.0,0.0,8.0,686.0
Harris,Upper 19th,1628.0,418.0,508.0,151.0,2.0,1079.0,62.0,79.0,62.0,0.0,203.0,9.0,7.0,6.0,0.0,22.0,1304.0
Harris,Valley Plains,785.0,249.0,112.0,57.0,0.0,418.0,75.0,37.0,54.0,0.0,166.0,3.0,3.0,1.0,0.0,7.0,591.0
Harris,Waverly Hall,2853.0,513.0,643.0,238.0,2.0,1396.0,166.0,250.0,274.0,1.0,691.0,8.0,8.0,13.0,0.0,29.0,2116.0
Harris,Whitesville,1370.0,391.0,300.0,100.0,0.0,791.0,89.0,75.0,106.0,0.0,270.0,23.0,4.0,5.0,0.0,32.0,1093.0
Montgomery,Ailey,431.0,68.0,153.0,22.0,0.0,243.0,23.0,37.0,32.0,0.0,92.0,1.0,3.0,0.0,0.0,4.0,339.0
Montgomery,Alston,472.0,136.0,147.0,34.0,0.0,317.0,9.0,28.0,12.0,0.0,49.0,4.0,2.0,0.0,0.0,6.0,372.0
Montgomery,Higgston,1340.0,267.0,417.0,82.0,0.0,766.0,43.0,93.0,68.0,0.0,204.0,7.0,9.0,0.0,0.0,16.0,986.0
Montgomery,Kibbee,532.0,157.0,147.0,56.0,0.0,360.0,12.0,11.0,15.0,0.0,38.0,2.0,2.0,1.0,0.0,5.0,403.0
Montgomery,Mount Vernon,1444.0,151.0,335.0,76.0,0.0,562.0,102.0,163.0,99.0,0.0,364.0,8.0,5.0,5.0,0.0,18.0,944.0
Montgomery,Tarrytown,333.0,115.0,96.0,33.0,0.0,244.0,9.0,3.0,3.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,260.0
Montgomery,Uvalda,911.0,191.0,193.0,51.0,0.0,435.0,53.0,63.0,53.0,0.0,169.0,8.0,2.0,2.0,0.0,12.0,616.0
Early,Arlington,911.0,118.0,135.0,49.0,0.0,302.0,108.0,111.0,135.0,0.0,354.0,2.0,4.0,1.0,0.0,7.0,663.0
Early,Blakely,3445.0,148.0,580.0,166.0,3.0,897.0,382.0,644.0,283.0,0.0,1309.0,16.0,20.0,4.0,0.0,40.0,2246.0
