County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Choice Total,Total Votes
Brooks,Quitman,4117.0,947.0,1284.0,41.0,2272.0
Brooks,Barwick,350.0,177.0,65.0,3.0,245.0
Brooks,Dixie,1066.0,367.0,374.0,12.0,753.0
Brooks,Briggs,2317.0,1121.0,314.0,26.0,1461.0
Brooks,Nankin,735.0,408.0,85.0,6.0,499.0
Brooks,Morven,1962.0,922.0,371.0,23.0,1316.0
Brooks,Pavo,607.0,308.0,114.0,8.0,430.0
Douglas,Mirror Lake Elementary,6745.0,1937.0,2482.0,121.0,4540.0
Douglas,Winston,1911.0,517.0,731.0,27.0,1275.0
Douglas,Dog River Library,4915.0,2812.0,1016.0,85.0,3913.0
Douglas,Atlanta West Pentecostal,4076.0,233.0,1852.0,50.0,2135.0
Douglas,Ephesus Baptist Church,3930.0,2264.0,742.0,58.0,3064.0
Douglas,Prays Mill Gym,5459.0,2146.0,1663.0,99.0,3908.0
Douglas,Turner,3847.0,1020.0,1436.0,53.0,2509.0
Douglas,First Baptist Lithia Springs,1966.0,572.0,648.0,54.0,1274.0
Douglas,Lithia Springs High School,6033.0,646.0,3271.0,78.0,3995.0
Douglas,Deer Lick,3042.0,739.0,1066.0,48.0,1853.0
Douglas,Golden Methodist Church,5634.0,470.0,2877.0,105.0,3452.0
Douglas,Old Courthouse,5675.0,1010.0,2157.0,107.0,3274.0
Douglas,Beulah Baptist Church,3500.0,1104.0,1167.0,66.0,2337.0
Douglas,Stewart,3208.0,264.0,1662.0,37.0,1963.0
Douglas,Arbor Station,2990.0,570.0,1307.0,55.0,1932.0
Douglas,Bright Star,2703.0,1000.0,783.0,40.0,1823.0
Douglas,Dorsett Shoals,3901.0,1315.0,1074.0,84.0,2473.0
Douglas,Chapel Hill,4016.0,740.0,2072.0,68.0,2880.0
Douglas,Church At Chapel Hill,6353.0,1346.0,3199.0,75.0,4620.0
Douglas,Chestnut Log,5177.0,651.0,2033.0,69.0,2753.0
Douglas,St Julians Episcopal,2253.0,733.0,731.0,47.0,1511.0
Douglas,Lutheran Church-GS,4149.0,934.0,1785.0,52.0,2771.0
Douglas,First Baptist Douglasville,2478.0,735.0,1119.0,28.0,1882.0
Douglas,Factory Shoals,4359.0,750.0,2296.0,72.0,3118.0
Douglas,Boundary Waters,4220.0,370.0,2472.0,56.0,2898.0
Stewart,Richland,1256.0,337.0,484.0,14.0,835.0
Stewart,Louvale,286.0,82.0,124.0,3.0,209.0
Stewart,Lumpkin,1134.0,303.0,434.0,16.0,753.0
Stewart,Omaha,217.0,81.0,73.0,2.0,156.0
Irwin,Irwinville,1796.0,1139.0,113.0,17.0,1269.0
Irwin,Ocilla,3642.0,1527.0,775.0,45.0,2347.0
Irwin,Holt,675.0,429.0,94.0,5.0,528.0
Lamar,Barnesville,2546.0,481.0,980.0,36.0,1497.0
Lamar,Chappell Mill V FD,1577.0,966.0,203.0,26.0,1195.0
Lamar,Senior Citizen Bldg,1337.0,566.0,316.0,17.0,899.0
Lamar,Redbone,623.0,378.0,70.0,17.0,465.0
Lamar,L C S C,2808.0,1536.0,437.0,48.0,2021.0
Lamar,Milner,3948.0,2353.0,505.0,53.0,2911.0
Marion,Pineknot,971.0,583.0,73.0,14.0,670.0
Marion,Buena Vista,2343.0,742.0,1001.0,36.0,1779.0
Marion,Tazewell,320.0,208.0,39.0,9.0,256.0
Marion,Brantley,396.0,255.0,47.0,7.0,309.0
Marion,Fort Perry,883.0,460.0,107.0,18.0,585.0
Wheeler,Alamo,0.0,905.0,420.0,25.0,1350.0
Wheeler,Glenwood,0.0,657.0,237.0,10.0,904.0
Oconee,City Hall,3910.0,1927.0,1205.0,90.0,3222.0
Oconee,Colham Ferry,1847.0,1118.0,450.0,37.0,1605.0
Oconee,Antioch,1397.0,878.0,258.0,26.0,1162.0
Oconee,Farmington,737.0,421.0,162.0,13.0,596.0
Oconee,Bishop,1938.0,1126.0,463.0,39.0,1628.0
Oconee,High Shoals,1939.0,1213.0,428.0,44.0,1685.0
Oconee,North Oconee,1244.0,810.0,239.0,21.0,1070.0
Oconee,Dark Corner,3541.0,2351.0,613.0,48.0,3012.0
Oconee,Bogart,2384.0,1308.0,521.0,55.0,1884.0
Oconee,Marswood Hall,4091.0,2318.0,1101.0,72.0,3491.0
Oconee,East Oconee,2647.0,1283.0,799.0,37.0,2119.0
Oconee,Civic Center,4396.0,2355.0,1226.0,87.0,3668.0
Emanuel,Oak Park,686.0,446.0,38.0,5.0,489.0
Emanuel,Cross-Green,241.0,65.0,113.0,2.0,180.0
Emanuel,Swainsboro,6988.0,2792.0,1666.0,72.0,4530.0
Emanuel,Summertown,504.0,285.0,78.0,2.0,365.0
Emanuel,Stillmore,608.0,252.0,125.0,13.0,390.0
Emanuel,Blundale,756.0,544.0,30.0,3.0,577.0
Emanuel,Canoochee,681.0,397.0,96.0,6.0,499.0
Emanuel,Garfield,489.0,294.0,75.0,5.0,374.0
Emanuel,Nunez,384.0,222.0,48.0,4.0,274.0
Emanuel,Twin City,1551.0,737.0,385.0,8.0,1130.0
Emanuel,Adrian,827.0,479.0,66.0,15.0,560.0
Houston,ANNX,4512.0,2201.0,1169.0,80.0,3450.0
Houston,BMS,9536.0,4827.0,2563.0,167.0,7557.0
Houston,CENT,7795.0,3082.0,2294.0,133.0,5509.0
Houston,CGTC,4860.0,2250.0,1318.0,78.0,3646.0
Houston,FMMS,8767.0,3451.0,2882.0,146.0,6479.0
Houston,HAFS,1805.0,1074.0,282.0,17.0,1373.0
Houston,HCTC,6361.0,1883.0,1938.0,137.0,3958.0
Houston,HEFS,1372.0,680.0,342.0,15.0,1037.0
Houston,HHPC,9610.0,2801.0,2982.0,175.0,5958.0
Houston,MCMS,9181.0,4227.0,2596.0,139.0,6962.0
Houston,NSES,2441.0,1095.0,657.0,45.0,1797.0
Houston,RECR,9277.0,1083.0,3705.0,163.0,4951.0
Houston,ROZR,13802.0,6314.0,3391.0,193.0,9898.0
Houston,TMS,5286.0,1455.0,2037.0,96.0,3588.0
Houston,TWPK,4415.0,1848.0,1284.0,92.0,3224.0
Houston,VHS,6295.0,3157.0,1515.0,103.0,4775.0
Dawson,West,2723.0,1643.0,462.0,33.0,2138.0
Dawson,Central,9891.0,6088.0,775.0,204.0,7067.0
Dawson,East,8915.0,5486.0,1052.0,181.0,6719.0
Henry,Locust Grove,6978.0,1481.0,3216.0,121.0,4818.0
Henry,Tussahaw,3409.0,2073.0,427.0,53.0,2553.0
Henry,Sandy Ridge,4875.0,2627.0,914.0,85.0,3626.0
Henry,Westside,6971.0,572.0,3063.0,128.0,3763.0
Henry,Lowes,9878.0,2023.0,4587.0,128.0,6738.0
Henry,South Hampton,5476.0,1679.0,2040.0,95.0,3814.0
Henry,North Hampton,7156.0,1828.0,2922.0,119.0,4869.0
Henry,Mt Carmel,5335.0,761.0,3156.0,63.0,3980.0
Henry,Red Oak,5610.0,602.0,3346.0,71.0,4019.0
Henry,Wesley Lakes,6144.0,874.0,3257.0,81.0,4212.0
Henry,McDonough,2838.0,520.0,1418.0,30.0,1968.0
Henry,McMullen,3719.0,1889.0,943.0,63.0,2895.0
Henry,East Lake,3389.0,1842.0,811.0,53.0,2706.0
Henry,Hickory Flat,5122.0,1217.0,2575.0,77.0,3869.0
Henry,Stockbridge East-West,6541.0,658.0,3551.0,104.0,4313.0
Henry,Stagecoach,3546.0,899.0,1411.0,62.0,2372.0
Henry,Cotton Indian,4785.0,1297.0,1922.0,70.0,3289.0
Henry,Pleasant Grove,4135.0,1573.0,1544.0,65.0,3182.0
Henry,Austin Road,3374.0,753.0,1701.0,54.0,2508.0
Henry,Swan Lake,3642.0,1283.0,1181.0,68.0,2532.0
Henry,Shakerag,4047.0,329.0,2526.0,54.0,2909.0
Henry,Ellenwood,4275.0,481.0,2632.0,51.0,3164.0
Henry,Unity Grove,4850.0,2470.0,1099.0,73.0,3642.0
Henry,Shiloh,4077.0,697.0,1827.0,76.0,2600.0
Henry,Pates Creek,5214.0,1402.0,2122.0,63.0,3587.0
Henry,Oakland,4508.0,1426.0,1789.0,67.0,3282.0
Henry,Lake Dow,5049.0,2208.0,1523.0,82.0,3813.0
Henry,Flippen,4430.0,944.0,2371.0,51.0,3366.0
Henry,Stockbridge Central,4416.0,658.0,1978.0,82.0,2718.0
Henry,Kelleytown,3452.0,1622.0,1101.0,54.0,2777.0
Henry,Lighthouse,3693.0,904.0,1727.0,66.0,2697.0
Henry,Dutchtown,2751.0,933.0,1031.0,48.0,2012.0
Henry,Mt Bethel,3535.0,1852.0,748.0,49.0,2649.0
Henry,Grove Park,4079.0,1437.0,1241.0,59.0,2737.0
Henry,Lake Haven,4260.0,1566.0,1462.0,60.0,3088.0
Henry,McDonough Central,4250.0,1155.0,1774.0,69.0,2998.0
Henry,Timberridge,2096.0,951.0,656.0,37.0,1644.0
Columbia,Kiokee Baptist Church,2541.0,1773.0,283.0,34.0,2090.0
Columbia,Lewis Methodist Church,3737.0,1725.0,1078.0,73.0,2876.0
Columbia,Woodlawn Baptist Church,1290.0,718.0,264.0,21.0,1003.0
Columbia,Patriots Park,4046.0,1879.0,1094.0,78.0,3051.0
Columbia,New Life Church,4438.0,1458.0,1596.0,123.0,3177.0
Columbia,Harlem Branch Library,2642.0,1384.0,441.0,52.0,1877.0
Columbia,Harlem Senior Center,1819.0,818.0,508.0,46.0,1372.0
Columbia,Second Mt Moriah Baptist Church1027,1027.0,622.0,139.0,29.0,790.0
Columbia,Bessie Thomas Center,799.0,525.0,81.0,16.0,622.0
Columbia,Philadelphia Church,2355.0,948.0,697.0,68.0,1713.0
Columbia,Liberty Park-Grovetown,3410.0,1048.0,1116.0,72.0,2236.0
Columbia,Grovetown Methodist Church,2736.0,603.0,1001.0,48.0,1652.0
Columbia,G A Apostolic Church,1701.0,733.0,449.0,36.0,1218.0
Columbia,Grovetown Public Safety Station 23696,23696.0,1023.0,1365.0,93.0,2481.0
Columbia,Grove First Baptist Church,2954.0,778.0,1111.0,63.0,1952.0
Columbia,Eubank-Blanchard Center,1576.0,940.0,269.0,16.0,1225.0
Columbia,Second Mt Carmel Baptist Church731,731.0,271.0,280.0,2.0,553.0
Columbia,Damascus Baptist Church,1023.0,718.0,90.0,13.0,821.0
Columbia,Col Cty Bd of Edu,2143.0,1060.0,539.0,37.0,1636.0
Columbia,Greenbrier High,3369.0,1916.0,722.0,57.0,2695.0
Columbia,Parkway Baptist Church,4596.0,2337.0,1226.0,70.0,3633.0
Columbia,Riverview Church,1320.0,695.0,353.0,22.0,1070.0
Columbia,Grace Baptist Church,3558.0,1559.0,1107.0,64.0,2730.0
Columbia,Christ Sanctified,2521.0,1269.0,543.0,47.0,1859.0
Columbia,Blanchard Park,2026.0,782.0,580.0,40.0,1402.0
Columbia,Belair Baptist Church,2440.0,1092.0,655.0,51.0,1798.0
Columbia,Marvin Methodist,1937.0,847.0,500.0,32.0,1379.0
Columbia,Westside Baptist Church,1516.0,869.0,310.0,24.0,1203.0
Columbia,Trinity Baptist Church,2836.0,1480.0,548.0,44.0,2072.0
Columbia,Abilene Baptist,2046.0,951.0,453.0,35.0,1439.0
Columbia,Augusta Christian,2179.0,1008.0,576.0,40.0,1624.0
Columbia,Savannah Rapids Pavilion,1549.0,1002.0,356.0,15.0,1373.0
Columbia,Gospel Water Branch,2096.0,1038.0,615.0,20.0,1673.0
Columbia,Genesis Church,1830.0,949.0,435.0,37.0,1421.0
Columbia,Stevens Creek Church,2760.0,1579.0,687.0,30.0,2296.0
Columbia,Mtz Col Fire Hdqtr,1291.0,506.0,303.0,25.0,834.0
Columbia,Lakeside Middle,1923.0,832.0,486.0,42.0,1360.0
Columbia,Martinez Baptist,1962.0,764.0,509.0,36.0,1309.0
Columbia,Gold Cross EMS,1889.0,1001.0,351.0,32.0,1384.0
Columbia,Church of Our Savior,2310.0,972.0,631.0,39.0,1642.0
Columbia,West Acres Baptist,2424.0,1231.0,544.0,31.0,1806.0
Columbia,Journey Comm Church,1268.0,811.0,220.0,15.0,1046.0
Columbia,Wesley Methodist,2434.0,1309.0,552.0,40.0,1901.0
Columbia,Col Cty Main Library,2106.0,1010.0,529.0,25.0,1564.0
Columbia,Christ Church Presbyterian,2081.0,1175.0,463.0,23.0,1661.0
Columbia,Blue Ridge Elementary,2301.0,1013.0,584.0,57.0,1654.0
Columbia,Christ The King Luth Church,2148.0,1199.0,520.0,15.0,1734.0
Madison,Colbert,3342.0,1657.0,680.0,50.0,2387.0
Madison,Collins,647.0,396.0,55.0,11.0,462.0
Madison,Comer,1441.0,695.0,358.0,26.0,1079.0
Madison,Danielsville,3003.0,1739.0,352.0,49.0,2140.0
Madison,Fork,566.0,258.0,132.0,12.0,402.0
Madison,Harrison,610.0,439.0,33.0,9.0,481.0
Madison,Hull,4376.0,1945.0,942.0,76.0,2963.0
Madison,Ila,1746.0,968.0,158.0,42.0,1168.0
Madison,Mill,1646.0,1049.0,169.0,20.0,1238.0
Madison,Paoli,267.0,191.0,27.0,1.0,219.0
Madison,Pittman,1949.0,1122.0,284.0,32.0,1438.0
Madison,Poca,1127.0,677.0,113.0,31.0,821.0
Grady,Blowing Cave,916.0,500.0,110.0,8.0,618.0
Grady,Cairo 4th District,2532.0,321.0,1214.0,16.0,1551.0
Grady,Cairo 5th District,2606.0,991.0,694.0,27.0,1712.0
Grady,Duncanville,470.0,239.0,113.0,5.0,357.0
Grady,Higdon,854.0,414.0,197.0,5.0,616.0
Grady,Limesink,320.0,196.0,41.0,3.0,240.0
Grady,Midway,1412.0,753.0,222.0,12.0,987.0
Grady,Pine Park,1003.0,452.0,205.0,13.0,670.0
Grady,Ragan,475.0,257.0,102.0,4.0,363.0
Grady,Spence,758.0,465.0,62.0,7.0,534.0
Grady,Spring Hill,561.0,368.0,54.0,7.0,429.0
Grady,Whigham,1226.0,620.0,188.0,11.0,819.0
Grady,Woodland,2309.0,1393.0,263.0,28.0,1684.0
Appling,1B,1309.0,828.0,134.0,16.0,978.0
Appling,1C,848.0,579.0,44.0,6.0,629.0
Appling,2,2251.0,514.0,864.0,32.0,1410.0
Appling,3A1,793.0,570.0,25.0,5.0,600.0
Appling,3C,1566.0,819.0,281.0,22.0,1122.0
Appling,4B,866.0,639.0,25.0,2.0,666.0
Appling,4D,1493.0,1021.0,129.0,15.0,1165.0
Appling,5A,1147.0,660.0,115.0,17.0,792.0
Appling,5B,1126.0,676.0,136.0,13.0,825.0
Wilkinson,Bloodworth,434.0,306.0,38.0,6.0,350.0
Wilkinson,Griffin,184.0,122.0,32.0,1.0,155.0
Wilkinson,High Hill,173.0,109.0,28.0,1.0,138.0
Wilkinson,Irwinton,875.0,283.0,345.0,14.0,642.0
Wilkinson,Ivey,960.0,537.0,95.0,11.0,643.0
Wilkinson,Lord,735.0,309.0,225.0,13.0,547.0
Wilkinson,Midway,938.0,125.0,516.0,6.0,647.0
Wilkinson,Ramah,1709.0,578.0,641.0,19.0,1238.0
Wilkinson,Turkey Creek,462.0,239.0,97.0,8.0,344.0
Crisp,Arabi,785.0,459.0,104.0,6.0,569.0
Crisp,Coney,859.0,627.0,81.0,4.0,712.0
Crisp,Cordele,8897.0,2559.0,2495.0,86.0,5140.0
Crisp,Jamestown,1196.0,838.0,98.0,4.0,940.0
Crisp,Listonia,817.0,571.0,31.0,5.0,607.0
Lanier,Lakeland,5462.0,2481.0,944.0,94.0,3519.0
Whitfield,1A,2533.0,645.0,640.0,42.0,1327.0
Whitfield,2A,3090.0,1461.0,643.0,46.0,2150.0
Whitfield,3A,2221.0,1001.0,515.0,31.0,1547.0
Whitfield,4A,2586.0,1185.0,654.0,40.0,1879.0
Whitfield,5A,2238.0,341.0,744.0,39.0,1124.0
Whitfield,6A,1690.0,252.0,533.0,33.0,818.0
Whitfield,AN,2474.0,667.0,592.0,32.0,1291.0
Whitfield,CA,1953.0,931.0,249.0,35.0,1215.0
Whitfield,CO,1431.0,819.0,170.0,24.0,1013.0
Whitfield,DG,3295.0,1534.0,648.0,72.0,2254.0
Whitfield,ES,1702.0,609.0,325.0,26.0,960.0
Whitfield,FI,2146.0,944.0,389.0,45.0,1378.0
Whitfield,GL,2510.0,984.0,583.0,46.0,1613.0
Whitfield,LT,1148.0,756.0,103.0,11.0,870.0
Whitfield,MC,1659.0,1023.0,170.0,32.0,1225.0
Whitfield,NI,2456.0,1393.0,270.0,39.0,1702.0
Whitfield,PG,4721.0,2311.0,864.0,89.0,3264.0
Whitfield,TH,3836.0,2020.0,527.0,77.0,2624.0
Whitfield,TI,775.0,409.0,83.0,18.0,510.0
Whitfield,TR,1335.0,876.0,141.0,24.0,1041.0
Whitfield,UT,1053.0,659.0,110.0,19.0,788.0
Whitfield,VA,5250.0,2874.0,812.0,85.0,3771.0
Whitfield,WS,2647.0,1464.0,412.0,57.0,1933.0
Bryan,Pembroke,2653.0,1089.0,547.0,48.0,1684.0
Bryan,Danielsiding,2291.0,1193.0,408.0,66.0,1667.0
Bryan,Ellabell,2341.0,1268.0,299.0,36.0,1603.0
Bryan,Black Creek,2995.0,1410.0,395.0,41.0,1846.0
Bryan,Ways Station,1974.0,694.0,526.0,40.0,1260.0
Bryan,RH Rec Complex,3264.0,1118.0,858.0,69.0,2045.0
Bryan,JF Gregory Park,2885.0,1658.0,534.0,55.0,2247.0
Bryan,Keller,4270.0,2226.0,948.0,82.0,3256.0
Bryan,Hwy 144 East,5365.0,2501.0,1347.0,105.0,3953.0
Bryan,Public Safety Complex,2570.0,910.0,635.0,57.0,1602.0
Troup,Hollis Hand,3554.0,2052.0,630.0,51.0,2733.0
Troup,Administration Bldg,3907.0,659.0,1359.0,43.0,2061.0
Troup,Hammett Rd,4354.0,1037.0,1662.0,48.0,2747.0
Troup,Griggs Center,2457.0,117.0,1090.0,26.0,1233.0
Troup,West Point,2054.0,450.0,815.0,19.0,1284.0
Troup,Hogansville,3806.0,1785.0,831.0,59.0,2675.0
Troup,East Vernon,3117.0,1951.0,423.0,45.0,2419.0
Troup,Rosemont,3893.0,2486.0,543.0,50.0,3079.0
Troup,McClendon,3533.0,2126.0,612.0,39.0,2777.0
Troup,Long Cane,3249.0,1764.0,611.0,36.0,2411.0
Troup,Gardner Newman,2876.0,1199.0,859.0,34.0,2092.0
Troup,Gray Hill,1878.0,976.0,349.0,30.0,1355.0
Troup,Highland,1686.0,506.0,580.0,27.0,1113.0
Troup,Northside,2600.0,1054.0,747.0,29.0,1830.0
Liberty,Riceboro Youth Center,1083.0,159.0,618.0,10.0,787.0
Liberty,Lyman Hall School,4542.0,581.0,1739.0,96.0,2416.0
Liberty,Lewis Frasier School,4317.0,1002.0,1788.0,65.0,2855.0
Liberty,Memorial Dr East,1976.0,223.0,794.0,33.0,1050.0
Liberty,Button Gwinnett,2304.0,203.0,296.0,40.0,539.0
Liberty,Town of Allenhurst,2398.0,388.0,1192.0,39.0,1619.0
Liberty,Hinesville,1984.0,515.0,604.0,39.0,1158.0
Liberty,Liberty County Complex,4379.0,1365.0,1584.0,60.0,3009.0
Liberty,Walthourville,3016.0,426.0,1284.0,55.0,1765.0
Liberty,Fleming West,505.0,94.0,250.0,4.0,348.0
Liberty,Fleming East,3239.0,1493.0,623.0,48.0,2164.0
Liberty,Gum Branch,3193.0,860.0,855.0,57.0,1772.0
Liberty,Hinesville Lodge 271,2646.0,419.0,1068.0,62.0,1549.0
Miller,Colquitt-Miller,3912.0,2047.0,687.0,47.0,2781.0
Ben Hill,East,3956.0,1249.0,1135.0,37.0,2421.0
Ben Hill,West,5898.0,2828.0,1149.0,79.0,4056.0
Walton,Bold Springs,4653.0,2962.0,704.0,73.0,3739.0
Walton,Whatley,1254.0,871.0,121.0,12.0,1004.0
Walton,Walker Park,3858.0,2318.0,482.0,56.0,2856.0
Walton,Gratis,1243.0,882.0,130.0,16.0,1028.0
Walton,Between,4925.0,2861.0,677.0,79.0,3617.0
Walton,Walnut Grove,2661.0,1612.0,280.0,43.0,1935.0
Walton,Loganville North,5225.0,2514.0,952.0,109.0,3575.0
Walton,Social Circle,4604.0,2313.0,912.0,72.0,3297.0
Walton,South Monroe,3910.0,1746.0,712.0,84.0,2542.0
Walton,North Monroe,4818.0,1275.0,1458.0,82.0,2815.0
Walton,Loganville South,3768.0,1777.0,782.0,86.0,2645.0
Walton,West Walton,4219.0,2544.0,662.0,75.0,3281.0
Walton,Broken Arrow,4380.0,2570.0,579.0,90.0,3239.0
Walton,Bay Creek,3401.0,2059.0,476.0,48.0,2583.0
Walton,E Monroe,4119.0,1355.0,879.0,75.0,2309.0
Walton,W Monroe,2027.0,1278.0,298.0,21.0,1597.0
Walton,Tara,4050.0,1627.0,1327.0,58.0,3012.0
Walton,Mountain,1657.0,1006.0,178.0,21.0,1205.0
Walton,Jersey,1970.0,1389.0,161.0,33.0,1583.0
Walton,Blasingame,1115.0,799.0,107.0,16.0,922.0
Walton,Good Hope,2149.0,1411.0,225.0,37.0,1673.0
Calhoun,Leary,721.0,234.0,275.0,9.0,518.0
Calhoun,Morgan,662.0,348.0,138.0,7.0,493.0
Calhoun,Edison,523.0,69.0,230.0,4.0,303.0
Calhoun,Edison-Arlington,594.0,164.0,225.0,2.0,391.0
Calhoun,Arlington,684.0,118.0,343.0,6.0,467.0
Dodge,Chauncey,412.0,245.0,56.0,3.0,304.0
Dodge,Clark,111.0,66.0,4.0,1.0,71.0
Dodge,Eddin,1037.0,527.0,231.0,10.0,768.0
Dodge,Empire,456.0,283.0,27.0,11.0,321.0
Dodge,Jaybird,212.0,102.0,43.0,2.0,147.0
Dodge,Jones,436.0,266.0,47.0,7.0,320.0
Dodge,Lee,4816.0,1974.0,1088.0,66.0,3128.0
Dodge,McCranie,293.0,191.0,37.0,1.0,229.0
Dodge,Milan,332.0,185.0,43.0,1.0,229.0
Dodge,Mitchell,333.0,215.0,52.0,5.0,272.0
Dodge,Mullis,505.0,276.0,72.0,9.0,357.0
Dodge,Plainfield,454.0,297.0,37.0,1.0,335.0
Dodge,Pondtown,689.0,390.0,107.0,5.0,502.0
Dodge,Rawlins,923.0,486.0,148.0,12.0,646.0
Dodge,Vilula,170.0,132.0,7.0,2.0,141.0
Dodge,Yonker,260.0,158.0,22.0,2.0,182.0
Candler,Jack Strickland Comm Center,6300.0,3078.0,1233.0,60.0,4371.0
Screven,Sylvania,0.0,442.0,357.0,9.0,808.0
Screven,Hunters,0.0,230.0,122.0,1.0,353.0
Screven,Newington,0.0,492.0,252.0,9.0,753.0
Screven,Jenk Hill Fire Sta,0.0,381.0,396.0,6.0,783.0
Screven,Rocky Ford,0.0,289.0,83.0,5.0,377.0
Screven,Bay Branch,0.0,591.0,102.0,8.0,701.0
Screven,Hiltonia,0.0,326.0,284.0,5.0,615.0
Screven,Screven Rec Dept,0.0,131.0,148.0,1.0,280.0
Screven,Greenhill Church,0.0,473.0,147.0,6.0,626.0
Screven,Sr Citizens Center,0.0,269.0,500.0,10.0,779.0
Screven,Jackson Fire Station,0.0,212.0,72.0,3.0,287.0
Screven,Cooperville Fire Station,0.0,57.0,126.0,2.0,185.0
Clarke,1A,3017.0,708.0,1156.0,68.0,1932.0
Clarke,1B,3645.0,822.0,1615.0,67.0,2504.0
Clarke,1C,2242.0,594.0,1207.0,31.0,1832.0
Clarke,1D,2830.0,849.0,1386.0,49.0,2284.0
Clarke,2A,4341.0,464.0,1802.0,60.0,2326.0
Clarke,2B,5136.0,344.0,2244.0,72.0,2660.0
Clarke,3A,2938.0,191.0,1259.0,40.0,1490.0
Clarke,3B,4122.0,465.0,1759.0,58.0,2282.0
Clarke,4A,2072.0,338.0,929.0,47.0,1314.0
Clarke,4B,4096.0,808.0,1877.0,73.0,2758.0
Clarke,5A,3007.0,686.0,1587.0,61.0,2334.0
Clarke,5B,3030.0,609.0,1466.0,68.0,2143.0
Clarke,5C,2053.0,187.0,1386.0,21.0,1594.0
Clarke,5D,3087.0,448.0,1337.0,49.0,1834.0
Clarke,6A,3780.0,1184.0,1398.0,83.0,2665.0
Clarke,6B,3865.0,940.0,1691.0,69.0,2700.0
Clarke,6C,3129.0,930.0,1286.0,52.0,2268.0
Clarke,6D,1701.0,321.0,951.0,33.0,1305.0
Clarke,7A,2968.0,817.0,1309.0,44.0,2170.0
Clarke,7B,3166.0,823.0,1310.0,60.0,2193.0
Clarke,7C,2733.0,758.0,1248.0,48.0,2054.0
Clarke,8A,3319.0,633.0,1473.0,56.0,2162.0
Clarke,8B,2317.0,432.0,1037.0,33.0,1502.0
Clarke,8C,3910.0,691.0,1758.0,79.0,2528.0
Dougherty,Palmyra Methodist,2761.0,808.0,735.0,37.0,1580.0
Dougherty,Sherwood Elementary,3205.0,704.0,1179.0,45.0,1928.0
Dougherty,Covenant Church,2334.0,659.0,736.0,19.0,1414.0
Dougherty,Greenbriar Church,3885.0,1410.0,1478.0,32.0,2920.0
Dougherty,Westover High School,3394.0,1012.0,1404.0,30.0,2446.0
Dougherty,Merry Acres Middle,2432.0,819.0,757.0,26.0,1602.0
Dougherty,Darton College,4289.0,525.0,1983.0,28.0,2536.0
Dougherty,Westtown Elementary,3265.0,118.0,1756.0,13.0,1887.0
Dougherty,2nd Mt Zion Church,1465.0,532.0,450.0,13.0,995.0
Dougherty,Mt Zion Center,3638.0,68.0,1709.0,27.0,1804.0
Dougherty,Alice Coachman Elementary,750.0,18.0,484.0,6.0,508.0
Dougherty,Carver Teen Center,1667.0,30.0,605.0,6.0,641.0
Dougherty,Shiloh Baptist Church,1510.0,53.0,630.0,14.0,697.0
Dougherty,Litman Cathedral,1486.0,49.0,628.0,12.0,689.0
Dougherty,Phoebe Healthworks,1574.0,135.0,486.0,15.0,636.0
Dougherty,Turner Elementary,1205.0,21.0,243.0,10.0,274.0
Dougherty,Jackson Heights Elementary,2549.0,47.0,1061.0,14.0,1122.0
Dougherty,Bill Miller Center,2404.0,114.0,965.0,16.0,1095.0
Dougherty,Radium Middle School,693.0,117.0,287.0,5.0,409.0
Dougherty,Putney 1st Baptist Church,2819.0,847.0,890.0,29.0,1766.0
Dougherty,International Studies,1042.0,183.0,469.0,7.0,659.0
Dougherty,Phoebe East,2965.0,200.0,1176.0,20.0,1396.0
Dougherty,Pine Bluff Baptist Church,2221.0,450.0,849.0,22.0,1321.0
Dougherty,Albany Middle School,1963.0,74.0,840.0,10.0,924.0
Dougherty,Christ Church,1879.0,924.0,559.0,13.0,1496.0
Dougherty,Lamar Reese Elementary,1098.0,45.0,621.0,7.0,673.0
Dougherty,1st Christian Church,1505.0,602.0,464.0,19.0,1085.0
Dougherty,Lovett Hall,1174.0,19.0,378.0,7.0,404.0
Echols,Statenville,2156.0,1232.0,162.0,24.0,1418.0
Seminole,Precinct 1,1292.0,646.0,210.0,13.0,869.0
Seminole,Precinct 2,1122.0,495.0,232.0,13.0,740.0
Seminole,Precinct 3,1174.0,111.0,498.0,6.0,615.0
Seminole,Precinct 4,1121.0,612.0,148.0,11.0,771.0
Seminole,Precinct 5,1227.0,733.0,99.0,11.0,843.0
Dade,South Dade,969.0,505.0,120.0,25.0,650.0
Dade,New Salem,1255.0,707.0,194.0,24.0,925.0
Dade,Davis,2012.0,1152.0,120.0,44.0,1316.0
Dade,New Home,711.0,390.0,67.0,11.0,468.0
Dade,West Brow,1237.0,635.0,182.0,25.0,842.0
Dade,Trenton,3573.0,1560.0,299.0,42.0,1901.0
Dade,North Dade,1903.0,922.0,271.0,37.0,1230.0
Elbert,Elberton,3798.0,1329.0,1202.0,45.0,2576.0
Elbert,Longstreet,622.0,352.0,109.0,7.0,468.0
Elbert,Eliam,748.0,476.0,135.0,4.0,615.0
Elbert,Petersburg,377.0,243.0,48.0,2.0,293.0
