County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Floyd,North Rome,3369.0,3.0,1.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,8.0,48.0,222.0,123.0,0.0,393.0,1.0,2.0,1.0,0.0,4.0,3.0,10.0,3.0,0.0,16.0,1.0,3.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,8.0,21.0,42.0,22.0,0.0,85.0,10.0,14.0,8.0,1.0,33.0,2.0,2.0,2.0,0.0,6.0,14.0,12.0,5.0,2.0,33.0,9.0,13.0,16.0,0.0,38.0,78.0,284.0,166.0,4.0,532.0,5.0,3.0,1.0,0.0,9.0,7.0,5.0,2.0,0.0,14.0,2.0,2.0,1.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,5.0,5.0,3.0,0.0,13.0,88.0,250.0,330.0,0.0,668.0,4.0,4.0,1.0,0.0,9.0,1887.0
Floyd,South Rome,1600.0,3.0,2.0,2.0,0.0,7.0,1.0,3.0,1.0,0.0,5.0,13.0,35.0,21.0,0.0,69.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,6.0,2.0,1.0,1.0,0.0,4.0,4.0,8.0,0.0,0.0,12.0,16.0,24.0,24.0,0.0,64.0,6.0,7.0,8.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,8.0,0.0,28.0,5.0,7.0,4.0,0.0,16.0,19.0,51.0,20.0,1.0,91.0,2.0,7.0,1.0,0.0,10.0,3.0,6.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,6.0,110.0,138.0,146.0,1.0,395.0,1.0,2.0,2.0,0.0,5.0,755.0
Floyd,Texas Valley,762.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,73.0,23.0,4.0,200.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,6.0,135.0,111.0,37.0,8.0,291.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,18.0,27.0,24.0,0.0,69.0,1.0,1.0,1.0,0.0,3.0,604.0
Floyd,Vanns Valley,896.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,53.0,38.0,1.0,146.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,6.0,5.0,7.0,0.0,0.0,12.0,1.0,5.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,7.0,5.0,4.0,1.0,0.0,10.0,74.0,95.0,44.0,1.0,214.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,25.0,28.0,19.0,0.0,72.0,0.0,0.0,1.0,0.0,1.0,503.0
Floyd,Watters,3566.0,3.0,4.0,2.0,0.0,9.0,2.0,5.0,2.0,0.0,9.0,248.0,416.0,125.0,4.0,793.0,2.0,0.0,4.0,0.0,6.0,13.0,14.0,4.0,2.0,33.0,5.0,4.0,2.0,0.0,11.0,16.0,10.0,2.0,0.0,28.0,9.0,18.0,9.0,0.0,36.0,2.0,4.0,2.0,0.0,8.0,15.0,11.0,5.0,0.0,31.0,5.0,8.0,4.0,0.0,17.0,9.0,28.0,10.0,0.0,47.0,310.0,536.0,129.0,8.0,983.0,3.0,4.0,2.0,0.0,9.0,13.0,6.0,4.0,0.0,23.0,5.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,3.0,0.0,31.0,61.0,85.0,90.0,6.0,242.0,2.0,1.0,0.0,0.0,3.0,2329.0
Floyd,West Lindale,2929.0,3.0,3.0,1.0,0.0,7.0,6.0,2.0,3.0,0.0,11.0,158.0,244.0,60.0,0.0,462.0,2.0,1.0,2.0,0.0,5.0,15.0,13.0,3.0,0.0,31.0,2.0,3.0,0.0,0.0,5.0,11.0,18.0,2.0,0.0,31.0,14.0,16.0,16.0,0.0,46.0,1.0,3.0,3.0,0.0,7.0,13.0,10.0,2.0,0.0,25.0,1.0,10.0,4.0,0.0,15.0,11.0,12.0,9.0,0.0,32.0,246.0,384.0,122.0,0.0,752.0,3.0,4.0,3.0,0.0,10.0,7.0,8.0,3.0,0.0,18.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,10.0,11.0,0.0,0.0,21.0,68.0,92.0,90.0,0.0,250.0,0.0,5.0,4.0,0.0,9.0,1743.0
Floyd,Town Rome,3034.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,5.0,61.0,210.0,96.0,0.0,367.0,4.0,2.0,6.0,0.0,12.0,4.0,8.0,3.0,2.0,17.0,1.0,2.0,3.0,0.0,6.0,5.0,12.0,3.0,0.0,20.0,24.0,36.0,26.0,0.0,86.0,6.0,7.0,5.0,0.0,18.0,1.0,8.0,1.0,0.0,10.0,12.0,8.0,5.0,0.0,25.0,12.0,23.0,16.0,0.0,51.0,84.0,315.0,104.0,0.0,503.0,3.0,5.0,2.0,0.0,10.0,11.0,10.0,2.0,0.0,23.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,0.0,9.0,75.0,234.0,202.0,0.0,511.0,1.0,3.0,5.0,0.0,9.0,1690.0
Gilmer,Ellijay South,3172.0,0.0,2.0,3.0,0.0,5.0,4.0,1.0,1.0,0.0,6.0,208.0,620.0,163.0,1.0,992.0,1.0,1.0,6.0,0.0,8.0,5.0,13.0,3.0,0.0,21.0,1.0,3.0,2.0,0.0,6.0,5.0,6.0,4.0,0.0,15.0,10.0,26.0,26.0,0.0,62.0,5.0,6.0,3.0,0.0,14.0,3.0,15.0,2.0,0.0,20.0,4.0,7.0,2.0,0.0,13.0,7.0,14.0,18.0,0.0,39.0,126.0,413.0,125.0,0.0,664.0,2.0,7.0,5.0,0.0,14.0,2.0,7.0,3.0,0.0,12.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,7.0,10.0,0.0,0.0,17.0,23.0,131.0,167.0,1.0,322.0,0.0,4.0,1.0,0.0,5.0,2241.0
Gilmer,Cartecay,1598.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,244.0,308.0,118.0,0.0,670.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,8.0,1.0,3.0,8.0,0.0,12.0,0.0,0.0,4.0,0.0,4.0,9.0,5.0,0.0,0.0,14.0,1.0,5.0,1.0,0.0,7.0,2.0,4.0,7.0,0.0,13.0,141.0,148.0,54.0,1.0,344.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,5.0,16.0,47.0,59.0,0.0,122.0,0.0,1.0,3.0,0.0,4.0,1223.0
Gilmer,Tails Creek,1782.0,1.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,224.0,245.0,62.0,0.0,531.0,1.0,2.0,2.0,0.0,5.0,13.0,10.0,2.0,0.0,25.0,1.0,1.0,0.0,0.0,2.0,6.0,6.0,4.0,0.0,16.0,4.0,6.0,5.0,0.0,15.0,0.0,1.0,1.0,0.0,2.0,10.0,11.0,3.0,0.0,24.0,4.0,1.0,3.0,0.0,8.0,4.0,6.0,2.0,0.0,12.0,167.0,175.0,61.0,0.0,403.0,0.0,3.0,1.0,0.0,4.0,11.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,5.0,0.0,0.0,12.0,33.0,46.0,29.0,0.0,108.0,1.0,1.0,2.0,0.0,4.0,1195.0
Gilmer,Town Creek,1234.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,6.0,153.0,196.0,47.0,0.0,396.0,1.0,0.0,0.0,0.0,1.0,8.0,6.0,2.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,2.0,3.0,5.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,3.0,4.0,5.0,1.0,0.0,10.0,120.0,102.0,41.0,0.0,263.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,22.0,21.0,37.0,0.0,80.0,1.0,0.0,1.0,0.0,2.0,826.0
Gilmer,Leaches,2939.0,3.0,2.0,1.0,0.0,6.0,3.0,6.0,3.0,0.0,12.0,249.0,508.0,151.0,0.0,908.0,2.0,2.0,2.0,0.0,6.0,13.0,10.0,2.0,0.0,25.0,1.0,2.0,0.0,0.0,3.0,6.0,10.0,6.0,0.0,22.0,7.0,20.0,19.0,0.0,46.0,1.0,3.0,2.0,0.0,6.0,7.0,7.0,2.0,1.0,17.0,5.0,3.0,3.0,0.0,11.0,3.0,21.0,15.0,0.0,39.0,232.0,333.0,127.0,1.0,693.0,1.0,4.0,2.0,0.0,7.0,9.0,5.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,7.0,6.0,3.0,0.0,16.0,35.0,130.0,112.0,0.0,277.0,1.0,2.0,3.0,0.0,6.0,2120.0
Gilmer,Cherry Log,926.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,152.0,131.0,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,5.0,5.0,8.0,5.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,7.0,1.0,3.0,4.0,0.0,8.0,8.0,4.0,2.0,0.0,14.0,81.0,71.0,44.0,0.0,196.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,25.0,44.0,46.0,0.0,115.0,0.0,1.0,1.0,0.0,2.0,723.0
Gilmer,Boardtown,1391.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,174.0,300.0,87.0,2.0,563.0,1.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,3.0,5.0,10.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,4.0,5.0,4.0,11.0,0.0,20.0,104.0,169.0,72.0,1.0,346.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,21.0,56.0,78.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,1146.0
Gilmer,Mountaintown,1139.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,148.0,210.0,59.0,1.0,418.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,9.0,2.0,6.0,3.0,0.0,11.0,2.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,8.0,0.0,1.0,2.0,0.0,3.0,1.0,11.0,5.0,0.0,17.0,107.0,123.0,44.0,0.0,274.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,19.0,32.0,38.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,858.0
Gilmer,East Ellijay,1655.0,2.0,0.0,5.0,0.0,7.0,1.0,1.0,1.0,0.0,3.0,119.0,385.0,119.0,0.0,623.0,0.0,1.0,0.0,0.0,1.0,6.0,9.0,3.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,9.0,18.0,8.0,0.0,35.0,1.0,1.0,4.0,0.0,6.0,4.0,4.0,3.0,0.0,11.0,3.0,3.0,1.0,0.0,7.0,5.0,11.0,6.0,0.0,22.0,88.0,194.0,68.0,0.0,350.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,9.0,15.0,61.0,40.0,0.0,116.0,0.0,4.0,1.0,0.0,5.0,1226.0
Gilmer,Ellijay North,1810.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,158.0,330.0,100.0,1.0,589.0,2.0,1.0,2.0,0.0,5.0,7.0,14.0,1.0,0.0,22.0,1.0,2.0,1.0,0.0,4.0,2.0,6.0,2.0,0.0,10.0,8.0,19.0,7.0,0.0,34.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0,1.0,0.0,12.0,0.0,7.0,1.0,0.0,8.0,6.0,7.0,9.0,0.0,22.0,107.0,197.0,69.0,0.0,373.0,0.0,2.0,0.0,0.0,2.0,1.0,7.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,8.0,6.0,67.0,45.0,0.0,118.0,1.0,0.0,0.0,0.0,1.0,1226.0
Gilmer,Yukon,1288.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,183.0,216.0,66.0,0.0,465.0,0.0,2.0,2.0,0.0,4.0,8.0,3.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,8.0,7.0,7.0,3.0,0.0,17.0,3.0,2.0,1.0,0.0,6.0,6.0,3.0,2.0,0.0,11.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,0.0,9.0,143.0,112.0,41.0,0.0,296.0,2.0,3.0,1.0,0.0,6.0,1.0,3.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,7.0,12.0,31.0,39.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,939.0
Gilmer,Big Creek,1479.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,218.0,247.0,78.0,0.0,543.0,2.0,0.0,1.0,0.0,3.0,4.0,8.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,8.0,3.0,5.0,7.0,0.0,15.0,0.0,0.0,2.0,0.0,2.0,6.0,4.0,2.0,0.0,12.0,2.0,3.0,1.0,0.0,6.0,4.0,9.0,7.0,0.0,20.0,132.0,131.0,65.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,42.0,78.0,0.0,141.0,1.0,2.0,1.0,0.0,4.0,1116.0
Gilmer,Ellijay Northeast,1851.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,138.0,422.0,120.0,0.0,680.0,1.0,0.0,1.0,0.0,2.0,0.0,16.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,9.0,2.0,12.0,12.0,0.0,26.0,0.0,1.0,2.0,0.0,3.0,2.0,6.0,1.0,0.0,9.0,0.0,3.0,1.0,0.0,4.0,0.0,18.0,17.0,0.0,35.0,96.0,216.0,66.0,0.0,378.0,0.0,6.0,2.0,0.0,8.0,2.0,2.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,80.0,84.0,0.0,172.0,2.0,1.0,0.0,0.0,3.0,1362.0
Jones,Gray,0.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0,2.0,0.0,7.0,88.0,427.0,93.0,0.0,608.0,1.0,2.0,0.0,0.0,3.0,8.0,18.0,4.0,0.0,30.0,0.0,3.0,1.0,0.0,4.0,3.0,17.0,1.0,0.0,21.0,9.0,32.0,15.0,0.0,56.0,1.0,10.0,7.0,0.0,18.0,6.0,10.0,1.0,0.0,17.0,3.0,10.0,7.0,0.0,20.0,2.0,18.0,9.0,0.0,29.0,129.0,594.0,114.0,0.0,837.0,3.0,3.0,0.0,0.0,6.0,5.0,5.0,2.0,0.0,12.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,8.0,4.0,14.0,0.0,0.0,18.0,26.0,209.0,120.0,0.0,355.0,1.0,0.0,2.0,0.0,3.0,2058.0
Jones,Hawkins,0.0,2.0,5.0,1.0,0.0,8.0,2.0,4.0,3.0,0.0,9.0,85.0,191.0,50.0,0.0,326.0,2.0,3.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,11.0,2.0,2.0,0.0,0.0,4.0,6.0,10.0,1.0,0.0,17.0,30.0,85.0,50.0,0.0,165.0,11.0,33.0,18.0,0.0,62.0,6.0,8.0,0.0,0.0,14.0,6.0,15.0,17.0,0.0,38.0,10.0,29.0,15.0,0.0,54.0,131.0,272.0,66.0,0.0,469.0,3.0,13.0,4.0,0.0,20.0,2.0,6.0,1.0,0.0,9.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,7.0,4.0,11.0,0.0,0.0,15.0,127.0,471.0,374.0,0.0,972.0,4.0,10.0,8.0,0.0,22.0,2230.0
Jones,Ethridge,0.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0,74.0,233.0,41.0,0.0,348.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,8.0,1.0,5.0,0.0,0.0,6.0,0.0,2.0,2.0,0.0,4.0,12.0,23.0,13.0,0.0,48.0,5.0,10.0,4.0,0.0,19.0,2.0,5.0,2.0,0.0,9.0,6.0,10.0,4.0,0.0,20.0,4.0,17.0,6.0,0.0,27.0,89.0,261.0,70.0,0.0,420.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,12.0,43.0,153.0,108.0,0.0,304.0,3.0,1.0,0.0,0.0,4.0,1248.0
Jones,Clinton,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,4.0,96.0,367.0,61.0,2.0,526.0,1.0,0.0,0.0,0.0,1.0,10.0,16.0,2.0,0.0,28.0,1.0,3.0,1.0,0.0,5.0,3.0,3.0,3.0,0.0,9.0,12.0,28.0,13.0,0.0,53.0,1.0,11.0,6.0,0.0,18.0,5.0,14.0,0.0,0.0,19.0,3.0,6.0,3.0,0.0,12.0,3.0,14.0,3.0,0.0,20.0,156.0,423.0,113.0,0.0,692.0,2.0,2.0,4.0,0.0,8.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,5.0,9.0,0.0,0.0,14.0,42.0,178.0,109.0,0.0,329.0,0.0,5.0,3.0,0.0,8.0,1757.0
Jones,Roberts,0.0,4.0,1.0,1.0,0.0,6.0,4.0,3.0,2.0,0.0,9.0,155.0,218.0,58.0,0.0,431.0,2.0,2.0,0.0,0.0,4.0,16.0,15.0,6.0,0.0,37.0,1.0,4.0,0.0,0.0,5.0,10.0,8.0,1.0,0.0,19.0,22.0,46.0,15.0,1.0,84.0,6.0,7.0,8.0,0.0,21.0,7.0,15.0,1.0,0.0,23.0,5.0,9.0,3.0,0.0,17.0,10.0,16.0,9.0,0.0,35.0,233.0,298.0,104.0,0.0,635.0,2.0,7.0,2.0,0.0,11.0,3.0,4.0,3.0,0.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,11.0,5.0,0.0,0.0,16.0,82.0,197.0,146.0,0.0,425.0,2.0,3.0,1.0,0.0,6.0,1799.0
Jones,Davidson,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,3.0,121.0,197.0,42.0,0.0,360.0,0.0,1.0,0.0,0.0,1.0,13.0,8.0,1.0,0.0,22.0,2.0,3.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,5.0,6.0,9.0,5.0,0.0,20.0,1.0,2.0,0.0,0.0,3.0,7.0,8.0,0.0,0.0,15.0,0.0,3.0,1.0,0.0,4.0,4.0,4.0,5.0,0.0,13.0,190.0,259.0,57.0,1.0,507.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,15.0,33.0,62.0,45.0,0.0,140.0,0.0,3.0,0.0,0.0,3.0,1132.0
Jones,Pope,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,99.0,204.0,45.0,0.0,348.0,1.0,1.0,1.0,0.0,3.0,5.0,4.0,0.0,0.0,9.0,4.0,2.0,1.0,0.0,7.0,6.0,7.0,0.0,0.0,13.0,12.0,26.0,12.0,0.0,50.0,9.0,7.0,1.0,0.0,17.0,4.0,4.0,1.0,0.0,9.0,2.0,6.0,4.0,0.0,12.0,3.0,8.0,7.0,0.0,18.0,179.0,281.0,54.0,1.0,515.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,7.0,1.0,0.0,11.0,85.0,137.0,98.0,1.0,321.0,1.0,3.0,1.0,0.0,5.0,1361.0
