County,Precinct,Registered Voters,Marjorie Taylor Greene (Rep)_Election Day Votes,Marjorie Taylor Greene (Rep)_Advanced Voting Votes,Marjorie Taylor Greene (Rep)_Absentee by Mail Votes,Marjorie Taylor Greene (Rep)_Provisional Votes,Marjorie Taylor Greene (Rep)_Choice Total,Kevin Van Ausdal (Dem)_Election Day Votes,Kevin Van Ausdal (Dem)_Advanced Voting Votes,Kevin Van Ausdal (Dem)_Absentee by Mail Votes,Kevin Van Ausdal (Dem)_Provisional Votes,Kevin Van Ausdal (Dem)_Choice Total,Total Votes,"Earl L. """"Buddy"""" Carter (I) (Rep)_Election Day Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Advanced Voting Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Absentee by Mail Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Provisional Votes","Earl L. """"Buddy"""" Carter (I) (Rep)_Choice Total",Joyce Marie Griggs (Dem)_Election Day Votes,Joyce Marie Griggs (Dem)_Advanced Voting Votes,Joyce Marie Griggs (Dem)_Absentee by Mail Votes,Joyce Marie Griggs (Dem)_Provisional Votes,Joyce Marie Griggs (Dem)_Choice Total,Becky E. Hites (Rep)_Election Day Votes,Becky E. Hites (Rep)_Advanced Voting Votes,Becky E. Hites (Rep)_Absentee by Mail Votes,Becky E. Hites (Rep)_Provisional Votes,Becky E. Hites (Rep)_Choice Total,David Scott (I) (Dem)_Election Day Votes,David Scott (I) (Dem)_Advanced Voting Votes,David Scott (I) (Dem)_Absentee by Mail Votes,David Scott (I) (Dem)_Provisional Votes,David Scott (I) (Dem)_Choice Total,Barry Loudermilk (I) (Rep)_Election Day Votes,Barry Loudermilk (I) (Rep)_Advanced Voting Votes,Barry Loudermilk (I) (Rep)_Absentee by Mail Votes,Barry Loudermilk (I) (Rep)_Provisional Votes,Barry Loudermilk (I) (Rep)_Choice Total,Dana Barrett (Dem)_Election Day Votes,Dana Barrett (Dem)_Advanced Voting Votes,Dana Barrett (Dem)_Absentee by Mail Votes,Dana Barrett (Dem)_Provisional Votes,Dana Barrett (Dem)_Choice Total,Rick W. Allen (I) (Rep)_Election Day Votes,Rick W. Allen (I) (Rep)_Advanced Voting Votes,Rick W. Allen (I) (Rep)_Absentee by Mail Votes,Rick W. Allen (I) (Rep)_Provisional Votes,Rick W. Allen (I) (Rep)_Choice Total,Liz Johnson (Dem)_Election Day Votes,Liz Johnson (Dem)_Advanced Voting Votes,Liz Johnson (Dem)_Absentee by Mail Votes,Liz Johnson (Dem)_Provisional Votes,Liz Johnson (Dem)_Choice Total,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total
Jefferson,Louisville,3899.0,,,,,,,,,,,2509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,798.0,153.0,1.0,1066.0,257.0,752.0,430.0,4.0,1443.0
Jefferson,Wadley,1906.0,,,,,,,,,,,1174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,235.0,48.0,0.0,361.0,237.0,277.0,299.0,0.0,813.0
Jefferson,Bartow,531.0,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,86.0,22.0,0.0,181.0,55.0,65.0,36.0,0.0,156.0
Jefferson,Stapleton,678.0,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,87.0,33.0,0.0,274.0,74.0,54.0,38.0,0.0,166.0
Jefferson,Avera,388.0,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,56.0,23.0,1.0,230.0,19.0,10.0,11.0,0.0,40.0
Newton,Alcovy,4620.0,,,,,,,,,,,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,119.0,64.0,0.0,258.0,13.0,21.0,33.0,0.0,67.0
Newton,Brewers,3538.0,,,,,,,,,,,2496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.0,476.0,278.0,1.0,1842.0,210.0,210.0,233.0,1.0,654.0
Newton,Brick Store,2623.0,,,,,,,,,,,2002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0,431.0,287.0,0.0,1475.0,141.0,188.0,198.0,0.0,527.0
Newton,Leguinn,2177.0,,,,,,,,,,,1617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,295.0,213.0,0.0,1226.0,120.0,113.0,158.0,0.0,391.0
Newton,Mansfield,1524.0,,,,,,,,,,,1205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0,167.0,132.0,0.0,1074.0,49.0,20.0,62.0,0.0,131.0
Newton,Newborn,784.0,,,,,,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,62.0,55.0,0.0,507.0,48.0,12.0,39.0,0.0,99.0
Newton,Rocky Plains,3658.0,,,,,,,,,,,2047.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,449.0,207.0,0.0,1148.0,235.0,373.0,290.0,1.0,899.0
Newton,Hub,2374.0,,,,,,,,,,,1902.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.0,422.0,311.0,0.0,1600.0,84.0,116.0,102.0,0.0,302.0
Clinch,Arabia,108.0,,,,,,,,,,,79.0,59.0,10.0,1.0,0.0,70.0,3.0,2.0,4.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinch,Argyle,367.0,,,,,,,,,,,240.0,94.0,96.0,18.0,0.0,208.0,15.0,12.0,5.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinch,Dupont,338.0,,,,,,,,,,,228.0,104.0,63.0,9.0,1.0,177.0,24.0,13.0,14.0,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinch,Fargo,270.0,,,,,,,,,,,180.0,138.0,17.0,9.0,0.0,164.0,9.0,5.0,2.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinch,Homerville,3262.0,,,,,,,,,,,1941.0,212.0,1047.0,182.0,0.0,1441.0,136.0,258.0,106.0,0.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barrow,01 Bethlehem Community Center 3359,3359.0,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.0,241.0,0.0,1729.0,106.0,256.0,169.0,0.0,531.0
Barrow,02 Bethlehem Church - 211,6784.0,,,,,,,,,,,4915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.0,2560.0,722.0,0.0,4035.0,128.0,400.0,351.0,1.0,880.0
Barrow,03 Hmong New Hope Alliance Church 6364,6364.0,894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702.0,497.0,1.0,3094.0,178.0,402.0,335.0,0.0,915.0
Barrow,04 Covenant Life Sanctuary,4012.0,,,,,,,,,,,2495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0,1173.0,288.0,0.0,1900.0,113.0,280.0,202.0,0.0,595.0
Barrow,05 Fire Station 1 (Statham),8336.0,,,,,,,,,,,5886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.0,2668.0,643.0,0.0,4256.0,248.0,783.0,599.0,0.0,1630.0
Barrow,08 First Baptist Church Winder7009,7009.0,716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515.0,576.0,0.0,3807.0,165.0,524.0,344.0,0.0,1033.0
Barrow,13 Winder Community Center,9393.0,,,,,,,,,,,5647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,2394.0,609.0,0.0,3695.0,333.0,1033.0,586.0,0.0,1952.0
Barrow,16 The Church at Winder,10348.0,,,,,,,,,,,6849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.0,2793.0,669.0,1.0,4449.0,383.0,1230.0,784.0,3.0,2400.0
McIntosh,Sapelo Island,53.0,,,,,,,,,,,39.0,2.0,6.0,2.0,0.0,10.0,13.0,6.0,10.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McIntosh,Townsend,564.0,,,,,,,,,,,411.0,79.0,96.0,126.0,0.0,301.0,18.0,41.0,51.0,0.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McIntosh,Crescent,1982.0,,,,,,,,,,,1333.0,124.0,302.0,89.0,0.0,515.0,178.0,399.0,241.0,0.0,818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McIntosh,Darien,2441.0,,,,,,,,,,,1647.0,124.0,699.0,231.0,0.0,1054.0,62.0,347.0,184.0,0.0,593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McIntosh,South Newport,2095.0,,,,,,,,,,,1614.0,309.0,658.0,274.0,1.0,1242.0,44.0,173.0,155.0,0.0,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McIntosh,North Darien,2157.0,,,,,,,,,,,1450.0,191.0,626.0,145.0,0.0,962.0,94.0,240.0,154.0,0.0,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Mirror Lake Elementary,6745.0,,,,,,,,,,,4512.0,,,,,,,,,,,423.0,1076.0,423.0,2.0,1924.0,426.0,1224.0,935.0,3.0,2588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Winston,1911.0,,,,,,,,,,,1261.0,,,,,,,,,,,101.0,295.0,110.0,1.0,507.0,147.0,419.0,187.0,1.0,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Dog River Library,4915.0,,,,,,,,,,,3862.0,,,,,,,,,,,395.0,1958.0,439.0,0.0,2792.0,108.0,553.0,409.0,0.0,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Atlanta West Pentecostal,4076.0,,,,,,,,,,,2114.0,,,,,,,,,,,72.0,107.0,54.0,0.0,233.0,391.0,948.0,541.0,1.0,1881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Ephesus Baptist Church,3930.0,,,,,,,,,,,3033.0,,,,,,,,,,,549.0,1304.0,374.0,0.0,2227.0,123.0,379.0,304.0,0.0,806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Prays Mill Gym,5459.0,,,,,,,,,,,3870.0,,,,,,,,,,,358.0,1368.0,428.0,0.0,2154.0,219.0,879.0,618.0,0.0,1716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Turner,3847.0,,,,,,,,,,,2488.0,,,,,,,,,,,213.0,521.0,251.0,0.0,985.0,301.0,734.0,468.0,0.0,1503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,First Baptist Lithia Springs,1966.0,,,,,,,,,,,1266.0,,,,,,,,,,,125.0,296.0,148.0,2.0,571.0,144.0,309.0,237.0,5.0,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Lithia Springs High School,6033.0,,,,,,,,,,,3976.0,,,,,,,,,,,88.0,392.0,155.0,0.0,635.0,372.0,1844.0,1123.0,2.0,3341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Deer Lick,3042.0,,,,,,,,,,,1834.0,,,,,,,,,,,106.0,455.0,147.0,1.0,709.0,164.0,633.0,328.0,0.0,1125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Golden Methodist Church,5634.0,,,,,,,,,,,3421.0,,,,,,,,,,,83.0,236.0,124.0,0.0,443.0,441.0,1594.0,939.0,4.0,2978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Old Courthouse,5675.0,,,,,,,,,,,3256.0,,,,,,,,,,,140.0,554.0,281.0,0.0,975.0,339.0,1192.0,746.0,4.0,2281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Beulah Baptist Church,3500.0,,,,,,,,,,,2306.0,,,,,,,,,,,232.0,559.0,259.0,1.0,1051.0,233.0,632.0,390.0,0.0,1255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Stewart,3208.0,,,,,,,,,,,1962.0,,,,,,,,,,,55.0,132.0,60.0,0.0,247.0,323.0,872.0,519.0,1.0,1715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Arbor Station,2990.0,,,,,,,,,,,1907.0,,,,,,,,,,,120.0,294.0,130.0,0.0,544.0,259.0,695.0,399.0,10.0,1363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Bright Star,2703.0,,,,,,,,,,,1791.0,,,,,,,,,,,242.0,538.0,178.0,1.0,959.0,140.0,381.0,310.0,1.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Dorsett Shoals,3901.0,,,,,,,,,,,2447.0,,,,,,,,,,,301.0,728.0,281.0,0.0,1310.0,194.0,530.0,412.0,1.0,1137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Chapel Hill,4016.0,,,,,,,,,,,2862.0,,,,,,,,,,,123.0,467.0,128.0,0.0,718.0,259.0,1172.0,708.0,5.0,2144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Church At Chapel Hill,6353.0,,,,,,,,,,,4590.0,,,,,,,,,,,186.0,866.0,277.0,0.0,1329.0,358.0,1889.0,1014.0,0.0,3261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Chestnut Log,5177.0,,,,,,,,,,,2740.0,,,,,,,,,,,120.0,366.0,166.0,1.0,653.0,296.0,1149.0,638.0,4.0,2087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,St Julians Episcopal,2253.0,,,,,,,,,,,1493.0,,,,,,,,,,,176.0,381.0,176.0,0.0,733.0,140.0,337.0,283.0,0.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Lutheran Church-GS,4149.0,,,,,,,,,,,2751.0,,,,,,,,,,,58.0,610.0,247.0,1.0,916.0,50.0,1106.0,678.0,1.0,1835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,First Baptist Douglasville,2478.0,,,,,,,,,,,1859.0,,,,,,,,,,,113.0,401.0,194.0,0.0,708.0,108.0,591.0,452.0,0.0,1151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Factory Shoals,4359.0,,,,,,,,,,,3098.0,,,,,,,,,,,121.0,459.0,160.0,1.0,741.0,220.0,1393.0,744.0,0.0,2357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,Boundary Waters,4220.0,,,,,,,,,,,2886.0,,,,,,,,,,,39.0,268.0,61.0,0.0,368.0,255.0,1606.0,656.0,1.0,2518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheeler,Alamo,0.0,,,,,,,,,,,1315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,591.0,108.0,0.0,890.0,121.0,185.0,119.0,0.0,425.0,,,,,,,,,,
Wheeler,Glenwood,0.0,,,,,,,,,,,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,334.0,88.0,0.0,659.0,70.0,94.0,66.0,0.0,230.0,,,,,,,,,,
Oconee,City Hall,3910.0,,,,,,,,,,,3184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0,1384.0,356.0,0.0,1999.0,93.0,720.0,372.0,0.0,1185.0
Oconee,Colham Ferry,1847.0,,,,,,,,,,,1583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,775.0,189.0,0.0,1151.0,29.0,244.0,159.0,0.0,432.0
Oconee,Antioch,1397.0,,,,,,,,,,,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,533.0,137.0,0.0,889.0,37.0,112.0,102.0,0.0,251.0
Oconee,Farmington,737.0,,,,,,,,,,,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,240.0,49.0,0.0,433.0,19.0,78.0,59.0,0.0,156.0
Oconee,Bishop,1938.0,,,,,,,,,,,1608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,785.0,158.0,1.0,1150.0,53.0,236.0,168.0,1.0,458.0
Oconee,High Shoals,1939.0,,,,,,,,,,,1655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,868.0,177.0,0.0,1251.0,40.0,246.0,118.0,0.0,404.0
Oconee,North Oconee,1244.0,,,,,,,,,,,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,527.0,126.0,0.0,820.0,22.0,134.0,79.0,0.0,235.0
Oconee,Dark Corner,3541.0,,,,,,,,,,,2983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,1637.0,345.0,0.0,2417.0,50.0,323.0,192.0,1.0,566.0
Oconee,Bogart,2384.0,,,,,,,,,,,1868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,833.0,225.0,0.0,1358.0,81.0,260.0,169.0,0.0,510.0
Oconee,Marswood Hall,4091.0,,,,,,,,,,,3457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,1578.0,564.0,1.0,2420.0,66.0,512.0,459.0,0.0,1037.0
Oconee,East Oconee,2647.0,,,,,,,,,,,2093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,953.0,245.0,0.0,1319.0,65.0,396.0,313.0,0.0,774.0
Oconee,Civic Center,4396.0,,,,,,,,,,,3620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,1670.0,478.0,0.0,2437.0,80.0,650.0,453.0,0.0,1183.0
Emanuel,Oak Park,686.0,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,143.0,41.0,0.0,444.0,12.0,11.0,10.0,0.0,33.0,,,,,,,,,,
Emanuel,Cross-Green,241.0,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,34.0,4.0,0.0,70.0,59.0,18.0,28.0,0.0,105.0,,,,,,,,,,
Emanuel,Swainsboro,6988.0,,,,,,,,,,,4444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0,1687.0,514.0,1.0,2837.0,374.0,771.0,462.0,0.0,1607.0,,,,,,,,,,
Emanuel,Summertown,504.0,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,99.0,34.0,0.0,281.0,23.0,22.0,30.0,0.0,75.0,,,,,,,,,,
Emanuel,Stillmore,608.0,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,95.0,28.0,0.0,258.0,62.0,38.0,20.0,0.0,120.0,,,,,,,,,,
Emanuel,Blundale,756.0,,,,,,,,,,,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,246.0,64.0,0.0,537.0,6.0,18.0,7.0,0.0,31.0,,,,,,,,,,
Emanuel,Canoochee,681.0,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,131.0,32.0,0.0,402.0,27.0,39.0,22.0,0.0,88.0,,,,,,,,,,
Emanuel,Garfield,489.0,,,,,,,,,,,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,76.0,23.0,0.0,297.0,26.0,20.0,23.0,0.0,69.0,,,,,,,,,,
Emanuel,Nunez,384.0,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,79.0,18.0,0.0,221.0,20.0,16.0,8.0,0.0,44.0,,,,,,,,,,
Emanuel,Twin City,1551.0,,,,,,,,,,,1106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,355.0,84.0,0.0,731.0,125.0,148.0,102.0,0.0,375.0,,,,,,,,,,
Emanuel,Adrian,827.0,,,,,,,,,,,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,162.0,90.0,0.0,488.0,28.0,18.0,20.0,1.0,67.0,,,,,,,,,,
Henry,North Hampton,7156.0,,,,,,,,,,,4817.0,,,,,,,,,,,226.0,1276.0,290.0,0.0,1792.0,341.0,1835.0,848.0,1.0,3025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Mt Carmel,5335.0,,,,,,,,,,,3950.0,,,,,,,,,,,92.0,482.0,156.0,0.0,730.0,305.0,2035.0,879.0,1.0,3220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Red Oak,5610.0,,,,,,,,,,,3984.0,,,,,,,,,,,82.0,325.0,143.0,0.0,550.0,348.0,2227.0,858.0,1.0,3434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Hickory Flat,5122.0,,,,,,,,,,,3823.0,,,,,,,,,,,128.0,783.0,248.0,0.0,1159.0,314.0,1638.0,711.0,1.0,2664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Stockbridge East-West,6541.0,,,,,,,,,,,4282.0,,,,,,,,,,,86.0,349.0,166.0,1.0,602.0,395.0,2173.0,1109.0,3.0,3680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Stagecoach,3546.0,,,,,,,,,,,2347.0,,,,,,,,,,,106.0,624.0,159.0,1.0,890.0,205.0,874.0,376.0,2.0,1457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Cotton Indian,4785.0,,,,,,,,,,,3243.0,,,,,,,,,,,184.0,857.0,223.0,1.0,1265.0,191.0,1339.0,445.0,3.0,1978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Pleasant Grove,4135.0,,,,,,,,,,,3138.0,,,,,,,,,,,189.0,1080.0,271.0,0.0,1540.0,122.0,1008.0,464.0,4.0,1598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Austin Road,3374.0,,,,,,,,,,,2482.0,,,,,,,,,,,76.0,518.0,153.0,0.0,747.0,133.0,1179.0,421.0,2.0,1735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Swan Lake,3642.0,,,,,,,,,,,2503.0,,,,,,,,,,,190.0,872.0,188.0,0.0,1250.0,164.0,728.0,359.0,2.0,1253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Shakerag,4047.0,,,,,,,,,,,2894.0,,,,,,,,,,,49.0,201.0,56.0,0.0,306.0,242.0,1661.0,684.0,1.0,2588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Ellenwood,4275.0,,,,,,,,,,,3142.0,,,,,,,,,,,43.0,296.0,108.0,0.0,447.0,180.0,1737.0,777.0,1.0,2695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Pates Creek,5214.0,,,,,,,,,,,3557.0,,,,,,,,,,,128.0,824.0,379.0,2.0,1333.0,198.0,1282.0,742.0,2.0,2224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Flippen,4430.0,,,,,,,,,,,3349.0,,,,,,,,,,,103.0,546.0,249.0,1.0,899.0,189.0,1487.0,774.0,0.0,2450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Stockbridge Central,4416.0,,,,,,,,,,,2691.0,,,,,,,,,,,71.0,416.0,140.0,0.0,627.0,278.0,1258.0,526.0,2.0,2064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Lighthouse,3693.0,,,,,,,,,,,2657.0,,,,,,,,,,,111.0,572.0,185.0,0.0,868.0,187.0,1131.0,471.0,0.0,1789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Dutchtown,2751.0,,,,,,,,,,,1982.0,,,,,,,,,,,116.0,582.0,207.0,0.0,905.0,147.0,583.0,345.0,2.0,1077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,Tussahaw,3409.0,,,,,,,,,,,2519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0,1290.0,257.0,0.0,2102.0,68.0,201.0,148.0,0.0,417.0
Henry,Sandy Ridge,4875.0,,,,,,,,,,,3572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0,1782.0,273.0,1.0,2683.0,133.0,495.0,261.0,0.0,889.0
Henry,McDonough,2838.0,,,,,,,,,,,1953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,322.0,104.0,0.0,518.0,176.0,841.0,418.0,0.0,1435.0
Henry,McMullen,3719.0,,,,,,,,,,,2870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,1225.0,241.0,0.0,1950.0,120.0,526.0,274.0,0.0,920.0
Henry,East Lake,3389.0,,,,,,,,,,,2681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,1304.0,329.0,0.0,1882.0,89.0,471.0,239.0,0.0,799.0
Henry,Unity Grove,4850.0,,,,,,,,,,,1661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,1013.0,135.0,0.0,1397.0,29.0,151.0,84.0,0.0,264.0
Henry,Shiloh,4077.0,,,,,,,,,,,2569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,469.0,127.0,0.0,708.0,307.0,1053.0,500.0,1.0,1861.0
Henry,Lake Dow,5049.0,,,,,,,,,,,3767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,1430.0,423.0,0.0,2255.0,166.0,877.0,469.0,0.0,1512.0
Henry,Kelleytown,3452.0,,,,,,,,,,,2740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,1085.0,229.0,0.0,1651.0,117.0,677.0,295.0,0.0,1089.0
Henry,Mt Bethel,3535.0,,,,,,,,,,,2624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.0,1074.0,165.0,0.0,1882.0,147.0,385.0,210.0,0.0,742.0
